value,bdrms,subboroughname,race,year,income_tile,non_bdrms,agperswt
550000,3,Upper East Side,White,2005,5,1,57709890
300000,2,Chelsea/Clinton/Midtown,Hispanic,2005,3,1,18112915
1000000,3,Upper East Side,White,2005,4,3,65337909
600000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,21936785
950000,3,Upper West Side,White,2005,5,0,38893767
600000,3,Upper East Side,White,2005,4,1,20161281
750000,3,Morningside Heights/Hamilton Heights,White,2005,4,1,63670973
2571545,3,Greenwich Village/Financial District,White,2005,4,2,49601051
1000000,6,Lower East Side/Chinatown,White,2005,5,2,139405629
500000,2,Greenwich Village/Financial District,Others,2005,4,1,45761715
2571545,2,Upper West Side,White,2005,5,1,49730330
800000,3,Lower East Side/Chinatown,White,2005,4,1,20917113
250000,3,Lower East Side/Chinatown,White,2005,2,1,43905103
100000,3,Morningside Heights/Hamilton Heights,Black,2005,2,1,32600036
600000,3,Lower East Side/Chinatown,White,2005,5,2,58236166
1000000,4,Lower East Side/Chinatown,Hispanic,2005,2,0,73075263
2500,3,Central Harlem,Black,2005,1,1,13895897
600000,2,Upper West Side,White,2005,4,1,38893767
450000,2,Chelsea/Clinton/Midtown,White,2005,4,2,40139220
650000,2,Stuyvesant Town/Turtle Bay,White,2005,2,1,18395050
1100000,2,Upper East Side,White,2005,2,1,20011938
390000,1,Greenwich Village/Financial District,White,2005,1,0,25319746
550000,2,Upper West Side,White,2005,4,1,23134729
400000,3,Lower East Side/Chinatown,White,2005,5,1,43702189
1000000,3,Upper East Side,White,2005,5,1,93080015
2571545,2,Upper East Side,White,2005,5,1,52158254
375000,2,Upper East Side,White,2005,5,1,39015576
500000,4,Chelsea/Clinton/Midtown,White,2005,3,2,40726599
800000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,18665506
1200000,2,Greenwich Village/Financial District,White,2005,2,1,25690264
500000,1,Upper East Side,White,2005,3,0,21744315
1000000,1,Upper West Side,White,2005,5,0,23681109
500000,1,Stuyvesant Town/Turtle Bay,White,2005,2,0,18665506
750000,1,Chelsea/Clinton/Midtown,White,2005,4,0,19245031
500000,3,Upper East Side,White,2005,5,1,62142692
330000,2,Upper East Side,White,2005,5,1,36760315
200000,2,Upper East Side,White,2005,5,1,67158593
2571545,3,Chelsea/Clinton/Midtown,Hispanic,2005,4,1,44289731
2571545,3,Lower East Side/Chinatown,Others,2005,1,1,44547590
250000,1,Stuyvesant Town/Turtle Bay,White,2005,3,1,18129747
1000000,3,Upper East Side,White,2005,5,1,20629406
300000,2,Upper East Side,Hispanic,2005,5,1,63724627
250000,2,Upper West Side,White,2005,2,0,23369516
325000,2,Washington Heights/Inwood,White,2005,4,1,41277150
380000,2,Stuyvesant Town/Turtle Bay,Black,2005,3,1,19358317
400000,2,Upper East Side,White,2005,4,1,20528517
500000,2,Upper West Side,White,2005,5,1,23474870
160000,1,Stuyvesant Town/Turtle Bay,White,2005,3,0,19770967
210000,2,Lower East Side/Chinatown,White,2005,2,0,21503133
900000,3,Stuyvesant Town/Turtle Bay,White,2005,4,1,17652649
2571545,6,Upper East Side,White,2005,3,2,241876772
100000,4,Morningside Heights/Hamilton Heights,Others,2005,4,1,69893814
800000,3,Upper West Side,White,2005,5,1,65668228
775000,3,Upper East Side,White,2005,4,1,36290188
1300000,3,Upper West Side,Others,2005,5,2,85176929
600000,3,Lower East Side/Chinatown,Black,2005,5,1,38189413
700000,2,Upper West Side,White,2005,4,2,19256963
2571545,3,Chelsea/Clinton/Midtown,White,2005,5,3,40726599
2571545,1,Upper West Side,White,2005,1,0,19172516
60000,3,Stuyvesant Town/Turtle Bay,Hispanic,2005,3,1,35758786
800000,4,Stuyvesant Town/Turtle Bay,White,2005,5,4,32472759
380000,4,Central Harlem,White,2005,4,1,63000620
250000,1,Upper West Side,White,2005,2,1,24219316
600000,3,Upper East Side,White,2005,5,2,42861300
700000,4,Upper West Side,White,2005,5,4,101408714
200000,1,Upper West Side,Hispanic,2005,3,0,38332822
275000,1,Chelsea/Clinton/Midtown,White,2005,2,0,19108376
2571545,2,Chelsea/Clinton/Midtown,White,2005,5,1,59292803
2500,2,Central Harlem,Black,2005,2,1,38826310
650000,2,Greenwich Village/Financial District,White,2005,5,2,85983053
450000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,65099124
2571545,4,Upper East Side,White,2005,2,3,35707221
500000,3,Upper West Side,White,2005,3,1,18385188
400000,3,Upper East Side,White,2005,4,1,34216385
54000,1,Morningside Heights/Hamilton Heights,White,2005,3,1,44039444
189000,3,East Harlem,Hispanic,2005,1,1,16300018
500000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,19858024
300000,3,Upper East Side,White,2005,5,1,40491955
2571545,2,Upper West Side,White,2005,5,1,20185653
2571545,3,Upper East Side,White,2005,5,1,62082618
450000,3,Stuyvesant Town/Turtle Bay,White,2005,2,1,18665506
800000,4,Stuyvesant Town/Turtle Bay,White,2005,2,1,13996879
500000,1,Greenwich Village/Financial District,White,2005,5,1,47688524
725000,2,Greenwich Village/Financial District,White,2005,4,1,24886370
225000,2,Upper East Side,White,2005,5,1,36760315
475000,2,Upper West Side,Others,2005,4,1,23474870
1000000,3,Upper West Side,White,2005,4,1,99068968
1200000,2,Upper East Side,Others,2005,5,1,20231067
500000,2,Upper East Side,White,2005,4,1,36823749
590000,2,Chelsea/Clinton/Midtown,Others,2005,3,1,45840683
6500,3,Central Harlem,Black,2005,4,2,19933633
950000,3,Upper West Side,White,2005,4,1,72245114
1000000,2,Upper East Side,White,2005,5,1,40764536
415000,2,Stuyvesant Town/Turtle Bay,Others,2005,5,1,65300114
500000,2,Chelsea/Clinton/Midtown,White,2005,5,1,37296352
390000,3,Washington Heights/Inwood,White,2005,5,2,86702760
500000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,18665506
250000,2,Chelsea/Clinton/Midtown,Hispanic,2005,2,0,47979671
350000,3,Upper West Side,White,2005,2,1,19461216
1000000,2,Upper East Side,White,2005,5,1,20699653
225000,2,Upper East Side,White,2005,2,1,38184578
475000,2,Stuyvesant Town/Turtle Bay,White,2005,3,1,18665506
125000,3,Upper East Side,White,2005,4,1,20768024
2571545,3,Greenwich Village/Financial District,White,2005,5,2,105797683
300000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0,18129747
2571545,2,Chelsea/Clinton/Midtown,White,2005,5,1,22555968
450000,2,Stuyvesant Town/Turtle Bay,Others,2005,3,1,18665506
2571545,3,Upper East Side,White,2005,5,5,35707221
500000,2,Washington Heights/Inwood,Others,2005,5,1,35406179
316000,3,Lower East Side/Chinatown,Hispanic,2005,4,1,54298057
1000000,5,Upper East Side,White,2005,4,3,94095187
2571545,2,Lower East Side/Chinatown,Black,2005,1,1,28571813
600000,3,Upper East Side,White,2005,5,1,52925118
1000000,4,Stuyvesant Town/Turtle Bay,White,2005,5,2,70669619
500000,2,Chelsea/Clinton/Midtown,Others,2005,4,1,18616052
400000,2,Upper West Side,White,2005,4,1,23054926
1000000,5,Upper West Side,White,2005,1,3,75909914
1000000,3,Upper West Side,White,2005,4,3,55002277
2571545,3,Greenwich Village/Financial District,White,2005,5,2,101585178
2571545,2,Upper East Side,White,2005,2,3,18145094
2571545,3,Stuyvesant Town/Turtle Bay,White,2005,2,1,35747470
2571545,2,Upper East Side,White,2005,3,1,39152833
1000000,3,Upper East Side,White,2005,4,1,41057034
200000,1,Stuyvesant Town/Turtle Bay,Others,2005,1,0,20378793
2571545,4,Upper West Side,White,2005,4,2,22763092
250000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,18129747
2571545,6,Chelsea/Clinton/Midtown,White,2005,4,2,47294404
1000000,2,Lower East Side/Chinatown,White,2005,5,1,48918662
2571545,4,Stuyvesant Town/Turtle Bay,White,2005,5,3,71402249
350000,2,Upper East Side,White,2005,2,1,20493154
500000,1,Chelsea/Clinton/Midtown,White,2005,3,0,18377972
100000,4,Central Harlem,Black,2005,3,1,32372012
600000,3,Upper East Side,Hispanic,2005,4,1,40462134
1000000,2,Upper West Side,White,2005,5,1,19158397
20000,3,East Harlem,Black,2005,2,1,30934759
400000,2,Washington Heights/Inwood,White,2005,2,1,61131746
2571545,3,Upper West Side,White,2005,4,4,45526183
2571545,6,Chelsea/Clinton/Midtown,White,2005,5,2,40726599
1400000,3,Upper West Side,White,2005,5,0,39209264
200000,4,Upper East Side,White,2005,5,1,94163952
10000,1,East Harlem,Hispanic,2005,3,0,38818812
450000,3,Stuyvesant Town/Turtle Bay,Others,2005,5,3,73618700
120000,2,Chelsea/Clinton/Midtown,White,2005,2,1,18468326
200000,2,Upper West Side,White,2005,2,1,19440076
700000,2,Stuyvesant Town/Turtle Bay,Hispanic,2005,2,1,18178935
300000,2,Washington Heights/Inwood,White,2005,3,1,21509401
2571545,2,Upper West Side,White,2005,5,2,75347144
250000,2,Central Harlem,Black,2005,4,2,16985533
400000,3,Central Harlem,Black,2005,1,1,48501981
800000,3,Upper West Side,White,2005,4,1,19379802
500000,2,Upper East Side,White,2005,5,1,40491955
325000,2,Chelsea/Clinton/Midtown,Others,2005,4,1,40726599
1000000,2,Chelsea/Clinton/Midtown,White,2005,5,1,40726599
350000,4,Chelsea/Clinton/Midtown,White,2005,5,1,40072366
300000,3,Greenwich Village/Financial District,White,2005,4,1,50504531
550000,4,Chelsea/Clinton/Midtown,White,2005,4,4,22262456
400000,3,Central Harlem,Black,2005,2,1,91161683
400000,2,Upper West Side,White,2005,1,0,19698811
150000,4,East Harlem,Black,2005,2,2,62379755
1000000,2,Stuyvesant Town/Turtle Bay,White,2005,1,1,18395050
285000,3,Lower East Side/Chinatown,Hispanic,2005,4,1,43845852
900000,3,Upper East Side,White,2005,5,1,68381883
1100000,3,Upper West Side,White,2005,5,2,39756853
125000,2,Upper East Side,White,2005,2,1,20231067
600000,3,Greenwich Village/Financial District,White,2005,5,1,88071569
400000,2,Upper West Side,White,2005,3,0,22801068
500000,2,Greenwich Village/Financial District,Others,2005,5,1,23589243
400000,3,Morningside Heights/Hamilton Heights,Black,2005,3,2,46582061
500000,2,Stuyvesant Town/Turtle Bay,White,2005,2,1,17652649
2571545,2,Greenwich Village/Financial District,White,2005,5,1,20629406
500000,1,Greenwich Village/Financial District,White,2005,2,0,25208765
350000,2,Chelsea/Clinton/Midtown,White,2005,3,0,53066944
325000,1,Chelsea/Clinton/Midtown,White,2005,3,0,20382268
450000,2,Upper East Side,White,2005,3,1,20957574
650000,2,Chelsea/Clinton/Midtown,White,2005,5,1,19259214
550000,2,Chelsea/Clinton/Midtown,White,2005,2,0,18616052
1000000,4,Upper East Side,White,2005,3,2,49519745
380000,2,Greenwich Village/Financial District,White,2005,4,0,33007834
600000,2,Stuyvesant Town/Turtle Bay,White,2005,3,1,53224768
190000,3,Upper East Side,White,2005,2,2,52158254
300000,3,Lower East Side/Chinatown,Hispanic,2005,5,1,70182075
40000,2,Greenwich Village/Financial District,White,2005,3,1,20084372
500000,2,Greenwich Village/Financial District,White,2005,5,2,26894659
500000,2,Greenwich Village/Financial District,White,2005,2,0,20169953
40000,3,Greenwich Village/Financial District,White,2005,3,2,44687149
400000,3,Upper East Side,White,2005,4,1,34825561
1000000,4,Upper East Side,White,2005,5,4,109872209
415000,3,Morningside Heights/Hamilton Heights,White,2005,1,1,21391288
1000000,3,Stuyvesant Town/Turtle Bay,White,2005,2,1,18331597
500000,2,Chelsea/Clinton/Midtown,White,2005,3,1,18648176
850000,2,Stuyvesant Town/Turtle Bay,White,2005,4,2,36331094
300000,3,East Harlem,White,2005,4,1,14281894
250000,2,Upper West Side,Others,2005,5,1,41097785
10000,5,East Harlem,Black,2005,5,2,62912390
2571545,2,Upper East Side,White,2005,2,1,36290188
400000,1,Stuyvesant Town/Turtle Bay,White,2005,2,0,19584712
700000,3,Upper East Side,White,2005,1,1,20399724
375000,1,Chelsea/Clinton/Midtown,White,2005,5,0,36225831
650000,2,Upper East Side,White,2005,4,1,20231067
320000,3,Lower East Side/Chinatown,Hispanic,2005,2,1,6857290
200000,2,Upper East Side,White,2005,5,1,40764536
900000,3,Upper East Side,White,2005,1,2,17853611
500000,2,Greenwich Village/Financial District,White,2005,5,1,32007008
500000,2,Greenwich Village/Financial District,White,2005,3,2,50555149
1000000,3,Upper East Side,White,2005,5,1,129532069
450000,2,Chelsea/Clinton/Midtown,Others,2005,2,0,20363300
10000,3,East Harlem,Black,2005,3,1,76406453
160000,3,Lower East Side/Chinatown,White,2005,2,2,19225377
325000,3,Chelsea/Clinton/Midtown,White,2005,5,1,21430650
2571545,4,Upper East Side,White,2005,3,3,120935267
1000000,7,Upper West Side,White,2005,5,1,91897255
400000,3,Upper West Side,Others,2005,5,1,39080182
650000,2,Lower East Side/Chinatown,White,2005,4,0,19251357
600000,2,Upper East Side,White,2005,2,1,20231067
2571545,4,Upper West Side,White,2005,5,1,58587337
500000,1,Chelsea/Clinton/Midtown,White,2005,4,0,19912000
1000000,4,Upper East Side,White,2005,4,0,36290188
500000,2,Upper West Side,White,2005,5,1,23054926
250000,3,Upper West Side,White,2005,3,1,56370543
2571545,3,Greenwich Village/Financial District,White,2005,4,2,86782441
2571545,2,Upper East Side,White,2005,4,1,76505769
500000,3,Upper East Side,White,2005,5,1,20231067
1100000,2,Lower East Side/Chinatown,Others,2005,5,2,40956746
280000,2,Lower East Side/Chinatown,White,2005,5,0,40092367
300000,3,Morningside Heights/Hamilton Heights,White,2005,3,1,18250869
2571545,4,Stuyvesant Town/Turtle Bay,White,2005,5,4,34864817
1000000,5,Upper West Side,Others,2005,1,1,62353871
1000000,3,Stuyvesant Town/Turtle Bay,Others,2005,5,0,35305298
500000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,18165547
380000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,23999748
600000,3,Upper East Side,White,2005,5,2,36290188
189000,3,East Harlem,Hispanic,2005,3,1,17288041
180000,2,Washington Heights/Inwood,White,2005,5,1,38663547
160000,3,Stuyvesant Town/Turtle Bay,White,2005,5,2,36331094
2571545,5,Upper East Side,White,2005,4,2,76983692
2571545,3,Greenwich Village/Financial District,White,2005,5,2,51380528
2571545,2,Upper West Side,White,2005,5,3,23134729
200000,4,Morningside Heights/Hamilton Heights,Others,2005,4,2,76065386
650000,2,Lower East Side/Chinatown,White,2005,2,1,19547469
2500,3,Central Harlem,Black,2005,2,1,28484664
200000,2,Chelsea/Clinton/Midtown,White,2005,3,1,17713661
650000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,18395050
600000,2,Upper East Side,White,2005,2,1,20231067
600000,2,Lower East Side/Chinatown,White,2005,3,1,64967602
800,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,50124933
150000,4,Chelsea/Clinton/Midtown,White,2005,1,2,17636260
1200000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,88219706
435000,1,Greenwich Village/Financial District,White,2005,2,0,16634052
2571545,5,Upper West Side,White,2005,5,3,56968651
2571545,2,Upper East Side,White,2005,4,1,67380958
300000,1,Stuyvesant Town/Turtle Bay,White,2005,2,1,19770967
2571545,5,Upper East Side,White,2005,5,1,173666373
500000,2,Upper East Side,White,2005,2,1,20231067
400000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,18665506
2571545,2,Greenwich Village/Financial District,Others,2005,5,1,33268105
415000,2,Chelsea/Clinton/Midtown,White,2005,1,1,21391288
29000,2,Upper East Side,White,2005,4,1,40462134
2571545,3,Upper East Side,White,2005,5,2,36290188
1000000,3,Upper East Side,White,2005,1,3,19906075
200000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,14585532
354000,2,Central Harlem,Black,2005,5,1,27791794
2571545,8,Stuyvesant Town/Turtle Bay,Others,2005,5,0,143735811
380000,3,Central Harlem,Hispanic,2005,4,1,22435348
500000,1,Chelsea/Clinton/Midtown,White,2005,2,1,18812010
1295000,2,Upper East Side,White,2005,2,1,21242494
250000,1,Chelsea/Clinton/Midtown,White,2005,2,0,19239556
350000,2,Stuyvesant Town/Turtle Bay,White,2005,4,0,18400875
2571545,7,Upper West Side,White,2005,5,1,176091014
200000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,18780457
2571545,3,Upper West Side,White,2005,3,1,41802951
300000,1,Greenwich Village/Financial District,White,2005,4,0,26297000
5000,4,Washington Heights/Inwood,Others,2005,2,1,17260512
300000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0,19858024
200000,1,Upper East Side,Hispanic,2005,3,0,20436386
150000,4,Morningside Heights/Hamilton Heights,White,2005,2,1,111146033
400000,3,Lower East Side/Chinatown,White,2005,4,1,59594504
900000,2,Upper East Side,White,2005,1,1,20528517
750000,2,Upper East Side,White,2005,5,1,18145094
300000,2,Lower East Side/Chinatown,Hispanic,2005,3,1,18744743
500000,3,Morningside Heights/Hamilton Heights,Black,2005,4,2,34315827
450000,3,Lower East Side/Chinatown,White,2005,4,1,101198614
600000,2,Lower East Side/Chinatown,Hispanic,2005,4,1,19479520
250000,1,Upper West Side,Others,2005,3,0,24219316
1005000,3,Upper East Side,White,2005,4,2,36290188
200000,2,Upper East Side,White,2005,1,1,20078376
2571545,7,Greenwich Village/Financial District,White,2005,4,1,48973190
675000,2,Greenwich Village/Financial District,White,2005,5,1,33268105
425000,2,Greenwich Village/Financial District,White,2005,5,1,26751602
175000,2,Chelsea/Clinton/Midtown,White,2005,5,1,19137218
200000,4,Upper West Side,White,2005,5,2,96477343
435000,1,Greenwich Village/Financial District,White,2005,4,0,20907379
350000,2,Upper East Side,White,2005,3,1,19939285
400000,4,Central Harlem,Black,2005,2,1,59714498
420000,2,Upper East Side,White,2005,3,1,20901136
700000,3,Upper West Side,White,2005,5,1,59364528
700000,2,Stuyvesant Town/Turtle Bay,White,2005,3,1,18331597
2571545,3,Upper West Side,White,2005,3,2,21430650
1000000,2,Upper West Side,White,2005,5,0,39397622
350000,2,Chelsea/Clinton/Midtown,White,2005,5,1,42635918
300000,3,Upper East Side,Hispanic,2005,2,1,20528517
400000,2,Upper West Side,White,2005,4,1,23474870
1100000,4,Upper East Side,White,2005,4,2,17853611
400000,2,Upper West Side,Others,2005,4,2,20848251
750000,3,Upper East Side,White,2005,1,1,18145094
1000000,5,Upper West Side,White,2005,5,3,100946414
2571545,3,Stuyvesant Town/Turtle Bay,White,2005,5,3,35747470
300000,2,Upper East Side,White,2005,4,1,18961720
2571545,4,Upper East Side,White,2005,5,4,35707221
800000,3,Upper West Side,White,2005,5,1,72245114
500000,2,Stuyvesant Town/Turtle Bay,White,2005,5,0,36865257
400000,1,Greenwich Village/Financial District,White,2005,2,0,25319746
25000,2,East Harlem,White,2005,2,1,13895897
950000,3,Upper West Side,White,2005,5,1,56118066
225000,3,Upper East Side,White,2005,1,2,18380157
275000,4,Lower East Side/Chinatown,Hispanic,2005,2,1,156408753
2571545,4,Upper West Side,White,2005,4,2,22763092
2571545,4,Upper East Side,White,2005,5,3,38024517
350000,3,Upper East Side,White,2005,1,1,20231067
1055000,3,Upper East Side,White,2005,5,2,38645317
850000,3,Upper West Side,White,2005,5,2,38893767
600000,3,Upper East Side,White,2005,5,3,92651300
460000,3,Washington Heights/Inwood,Black,2005,5,2,45124689
111000,3,Morningside Heights/Hamilton Heights,Others,2005,3,1,54992900
500000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,18665506
2571545,2,Greenwich Village/Financial District,White,2005,5,1,77627179
650000,2,Upper East Side,White,2005,4,1,20528517
300000,3,Chelsea/Clinton/Midtown,White,2005,4,1,36629155
600000,2,Upper East Side,White,2005,4,1,20231067
580000,2,Upper East Side,White,2005,3,1,20881511
2571545,4,Greenwich Village/Financial District,White,2005,2,2,55406211
700000,3,East Harlem,White,2005,2,1,16740559
250000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0,18129747
200000,3,Washington Heights/Inwood,White,2005,4,1,21563773
1000000,3,Upper West Side,White,2005,5,2,38893767
290000,1,Washington Heights/Inwood,Hispanic,2005,1,0,16603448
300000,2,Upper West Side,White,2005,5,0,40475222
612000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,17903555
1100000,5,Upper East Side,White,2005,4,3,157362433
90000,2,Lower East Side/Chinatown,White,2005,1,1,17640958
2571545,4,Stuyvesant Town/Turtle Bay,White,2005,3,2,96296038
535000,3,Morningside Heights/Hamilton Heights,White,2005,4,1,112255335
300000,1,Greenwich Village/Financial District,White,2005,2,0,16837132
650000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,14799978
1000000,1,Upper East Side,Others,2005,4,0,111044694
400000,3,Chelsea/Clinton/Midtown,Hispanic,2005,5,1,56172129
875000,4,Greenwich Village/Financial District,White,2005,5,4,114023783
250000,2,Washington Heights/Inwood,Black,2005,2,1,18829650
1000000,3,Upper East Side,White,2005,4,2,63284100
200000,3,Upper East Side,White,2005,4,1,66117811
950000,1,Upper West Side,White,2005,5,1,40764536
290000,1,Upper West Side,White,2005,4,0,23134729
900000,2,Greenwich Village/Financial District,White,2005,5,2,24527447
700000,2,Upper East Side,White,2005,3,1,20161281
2571545,3,Upper East Side,White,2005,5,2,120935267
1000000,4,Upper West Side,White,2005,5,1,158835700
800000,2,Stuyvesant Town/Turtle Bay,Others,2005,3,1,19584712
325000,1,Chelsea/Clinton/Midtown,White,2005,4,0,38518429
175000,1,Chelsea/Clinton/Midtown,White,2005,3,0,17636260
500000,2,Upper West Side,Black,2005,4,1,38880151
2571545,5,Upper West Side,White,2005,5,3,105495688
415000,2,Chelsea/Clinton/Midtown,White,2005,4,1,21391288
2571545,3,Greenwich Village/Financial District,White,2005,5,1,135158962
300000,4,Washington Heights/Inwood,Hispanic,2005,2,1,31459165
2571545,2,Chelsea/Clinton/Midtown,White,2005,5,1,18616052
280000,1,Upper East Side,Others,2005,3,0,21179527
500000,1,Chelsea/Clinton/Midtown,White,2005,4,0,19912000
1200000,3,Greenwich Village/Financial District,White,2005,4,2,25690264
99000,1,Upper East Side,White,2005,3,1,36658486
800000,3,Upper West Side,White,2005,5,1,38893767
700000,3,Upper West Side,White,2005,3,2,23134729
1300000,3,Upper East Side,White,2005,4,2,36290188
50000,3,Central Harlem,White,2005,5,0,114385581
270000,1,Upper West Side,White,2005,1,0,23434431
2571545,2,Upper East Side,White,2005,5,3,36290188
450000,2,Stuyvesant Town/Turtle Bay,White,2005,1,1,80248880
300000,3,Central Harlem,Black,2005,2,3,20754685
450000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,36865257
200000,2,Washington Heights/Inwood,White,2005,3,1,19718804
2571545,2,Upper West Side,White,2005,4,2,21685556
600000,3,Upper East Side,White,2005,5,1,42255233
1000000,5,Central Harlem,White,2005,5,3,89901330
2571545,4,Upper West Side,White,2005,5,4,37324063
275000,1,Greenwich Village/Financial District,White,2005,3,0,26023072
175000,2,Upper West Side,White,2005,3,1,21496410
800000,2,Upper West Side,White,2005,4,1,20714435
1000000,2,Upper East Side,White,2005,3,1,20399724
125000,3,East Harlem,Hispanic,2005,4,1,165582272
5000,2,Washington Heights/Inwood,White,2005,5,1,17260512
450000,2,Lower East Side/Chinatown,White,2005,5,1,41477136
2571545,6,Upper East Side,White,2005,5,2,95579227
800000,2,Stuyvesant Town/Turtle Bay,White,2005,2,1,19858024
500000,2,Upper East Side,White,2005,3,1,20161281
600000,3,Upper East Side,White,2005,5,1,20161281
600000,3,Upper East Side,White,2005,5,1,43635126
500000,2,Greenwich Village/Financial District,White,2005,4,1,16634052
400000,1,Upper West Side,White,2005,1,0,19629298
2571545,4,Upper East Side,White,2005,1,3,20198826
1000000,3,Upper West Side,White,2005,1,1,70705322
200000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,35807109
600000,3,Upper East Side,White,2005,4,1,20231067
450000,2,Upper East Side,White,2005,4,2,21356023
600000,2,Upper East Side,White,2005,5,1,42782575
400000,2,Upper East Side,White,2005,4,1,20231067
300000,2,Chelsea/Clinton/Midtown,White,2005,1,1,18314577
400000,3,Morningside Heights/Hamilton Heights,Black,2005,4,2,38357906
2571545,2,Chelsea/Clinton/Midtown,White,2005,5,0,19843314
2571545,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,87904998
500000,4,Central Harlem,Black,2005,4,1,95640323
800000,4,Lower East Side/Chinatown,White,2005,4,2,39037304
390000,1,Greenwich Village/Financial District,White,2005,3,0,24527447
350000,3,Stuyvesant Town/Turtle Bay,White,2005,4,1,18665506
400000,2,Lower East Side/Chinatown,White,2005,3,1,21765657
1000000,3,Upper East Side,White,2005,2,2,36290188
950000,3,Upper East Side,White,2005,5,3,66308484
300000,2,Greenwich Village/Financial District,White,2005,3,1,26067979
350000,2,Upper East Side,White,2005,2,1,20699653
500000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,18129747
300000,2,Washington Heights/Inwood,White,2005,3,2,18829650
300000,4,Lower East Side/Chinatown,Others,2005,2,1,19518652
390000,2,Greenwich Village/Financial District,Black,2005,2,0,16382074
2571545,3,Stuyvesant Town/Turtle Bay,Hispanic,2005,5,3,51610946
10000,2,Chelsea/Clinton/Midtown,White,2005,2,1,50925229
500000,3,Upper East Side,White,2005,5,1,40409517
130000,2,Washington Heights/Inwood,White,2005,4,1,47095280
300000,2,Lower East Side/Chinatown,White,2005,2,1,20994112
1200000,3,Upper East Side,White,2005,5,3,38024517
650000,2,Greenwich Village/Financial District,White,2005,3,2,49772741
250000,1,Stuyvesant Town/Turtle Bay,White,2005,5,0,18665506
200000,2,Stuyvesant Town/Turtle Bay,White,2005,1,0,19770967
325000,2,Lower East Side/Chinatown,White,2005,3,1,109221407
189000,3,East Harlem,Black,2005,1,1,19256755
2571545,3,Greenwich Village/Financial District,White,2005,5,1,85524998
500000,2,Upper East Side,White,2005,5,2,36165006
350000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,17652649
579000,2,Greenwich Village/Financial District,White,2005,5,1,26067979
17000,2,Chelsea/Clinton/Midtown,White,2005,3,2,35272519
2571545,4,Upper West Side,White,2005,5,1,79234384
500000,5,Morningside Heights/Hamilton Heights,Hispanic,2005,5,1,156366172
300000,3,Washington Heights/Inwood,White,2005,2,1,18493947
200000,3,Upper West Side,White,2005,2,2,43559196
200000,2,Upper East Side,White,2005,3,1,40409517
500000,2,Greenwich Village/Financial District,Hispanic,2005,3,1,42065602
350000,2,Stuyvesant Town/Turtle Bay,White,2005,3,1,18665506
415000,1,Stuyvesant Town/Turtle Bay,Others,2005,4,0,21391288
400000,2,Chelsea/Clinton/Midtown,White,2005,3,1,18616052
300000,3,Lower East Side/Chinatown,Others,2005,3,1,115821645
10000,2,East Harlem,Hispanic,2005,2,1,16717967
1200000,3,Stuyvesant Town/Turtle Bay,White,2005,3,1,39823999
550000,2,Stuyvesant Town/Turtle Bay,Others,2005,4,1,18665506
2571545,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,18331597
850000,4,Stuyvesant Town/Turtle Bay,White,2005,5,3,82905604
850000,1,Stuyvesant Town/Turtle Bay,White,2005,5,0,18395050
2571545,2,Chelsea/Clinton/Midtown,White,2005,2,2,19239556
400000,2,Upper West Side,White,2005,2,1,19172516
2571545,2,Stuyvesant Town/Turtle Bay,White,2005,2,1,19584712
750000,4,Upper East Side,Hispanic,2005,4,4,55759589
450000,2,Chelsea/Clinton/Midtown,White,2005,2,1,61278686
1000000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,36205771
275000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0,19524297
450000,2,Stuyvesant Town/Turtle Bay,Hispanic,2005,4,2,37266703
600000,3,Greenwich Village/Financial District,White,2005,4,0,32553538
2571545,3,Upper West Side,White,2005,5,2,38893767
2571545,3,Upper West Side,White,2005,5,2,46269457
450000,1,Upper East Side,White,2005,2,0,20528517
