value,bdrms,non_bdrms,subboroughcode,race,income_tile,year,agperswt
175000,2,1,10,3,3,2014,1106467
9999999,3,0,10,3,1,2014,38519204
1000000,3,1,6,1,3,2014,54808744
230000,1,0,3,1,3,2014,42504872
70000,1,1,3,1,1,2014,24066944
1600000,4,1,5,1,1,2014,46610264
1800000,3,1,6,1,1,2014,103448352
9999999,3,1,6,3,1,2014,53909804
650000,2,0,3,1,1,2014,24066944
1150000,2,1,6,1,3,2014,35322096
500000,3,1,5,2,1,2014,21941736
750000,2,1,6,1,1,2014,15219523
1600000,3,3,6,1,1,2014,35322096
5851008,1,0,4,1,3,2014,21141594
3200000,2,1,1,1,3,2014,57536908
100000,5,1,8,2,1,2014,1138525
800000,3,2,7,1,1,2014,19052376
500000,3,2,2,3,1,2014,92107064
1000000,2,2,2,1,1,2014,21966628
140000,4,1,3,1,1,2014,94342528
1500000,3,2,6,1,3,2014,77921608
5851008,4,2,6,1,1,2014,19340448
9999999,3,1,8,2,1,2014,53533024
850000,2,1,6,1,3,2014,44639788
600000,4,2,8,2,3,2014,17528936
1000000,3,1,4,1,3,2014,34309168
1000000,4,1,5,2,1,2014,21941736
2000000,6,2,7,4,1,2014,81128848
500000,2,1,6,1,1,2014,43029304
60000,2,1,3,1,3,2014,42504872
9999999,3,1,8,2,3,2014,97127224
2500000,3,1,5,1,1,2014,39076192
900000,2,0,4,1,3,2014,34309168
400000,2,1,10,1,1,2014,28251930
2000000,3,2,5,1,3,2014,40934072
110000,5,3,4,1,3,2014,76231792
550000,1,1,6,1,1,2014,17431684
369000,1,1,4,1,1,2014,48597896
5851008,3,3,5,1,3,2014,39076192
2100000,4,0,3,1,3,2014,42504872
2000000,4,1,3,1,1,2014,98895440
650000,2,1,6,1,3,2014,20064316
2000000,3,2,5,1,3,2014,68830616
1500000,2,1,1,4,3,2014,114008784
450000,2,1,9,1,1,2014,19718040
1350000,2,0,3,1,3,2014,40128632
80000,1,0,5,1,1,2014,20467036
10000,4,1,1,1,1,2014,88002856
2000000,3,2,6,1,1,2014,15219523
700000,3,1,1,1,3,2014,23270772
5851008,4,2,6,1,1,2014,20064316
9999999,3,1,5,1,1,2014,21941736
1400000,3,0,5,1,1,2014,21941736
390000,3,1,4,4,3,2014,44371884
800000,4,3,4,1,1,2014,121783024
5851008,5,2,5,1,1,2014,46271328
800000,5,2,6,1,3,2014,42137052
2500000,4,4,5,1,3,2014,47214632
25000,3,1,8,2,3,2014,45637496
9999999,3,1,7,4,1,2014,41057256
1000000,3,1,5,1,1,2014,39076192
1300000,3,2,6,1,1,2014,51848784
900000,5,2,3,3,3,2014,41020248
600000,4,2,6,1,3,2014,35322096
680000,2,2,4,1,1,2014,48043240
100000,3,1,9,4,1,2014,80199496
2000000,3,1,3,1,3,2014,75760912
500000,2,1,6,1,1,2014,15419779
5851008,3,1,3,1,3,2014,39475160
1300000,3,0,6,4,1,2014,62433108
2000000,4,1,5,1,1,2014,47214632
720000,2,1,1,1,1,2014,57536908
500000,1,0,4,4,3,2014,24736572
425000,2,0,5,1,1,2014,48870512
400000,2,0,6,1,3,2014,15991577
1400000,3,2,6,1,1,2014,49461648
975000,3,1,5,1,3,2014,39076192
40000,4,1,8,2,1,2014,45637496
750000,2,1,3,1,1,2014,24066944
500000,2,1,4,1,1,2014,24736572
400000,2,1,8,2,1,2014,19601200
335000,3,1,6,1,1,2014,42484632
900000,2,1,3,1,3,2014,24066944
76000,3,1,7,2,3,2014,70936504
5851008,5,2,1,4,3,2014,57536908
15000,2,1,9,1,1,2014,38104752
950000,3,1,5,1,3,2014,43188964
50000,3,3,10,1,3,2014,17707400
400000,2,0,3,4,1,2014,42504872
400000,1,1,6,1,1,2014,15219523
600000,2,1,4,1,3,2014,34309168
500000,1,0,1,1,1,2014,23270772
12000,3,1,1,2,3,2014,23339830
1000000,3,1,3,1,1,2014,59580688
9999999,3,1,4,1,1,2014,35698512
720000,2,1,3,3,1,2014,23284768
30000,3,2,8,2,1,2014,19601200
625000,2,1,6,1,1,2014,30439044
600000,3,1,5,1,1,2014,19538096
5851008,4,1,3,1,3,2014,42504872
500000,2,1,7,4,1,2014,28251930
1500000,3,3,5,1,1,2014,19538096
849000,4,2,10,1,3,2014,52003200
5851008,4,4,5,1,3,2014,89117752
150000,3,1,10,3,1,2014,2124272
5851008,5,3,5,1,3,2014,91099008
2500000,3,1,5,1,1,2014,39076192
1000000,4,1,4,2,1,2014,98928432
600000,2,0,8,1,1,2014,19718040
1500000,4,2,1,1,3,2014,23270772
9999999,3,1,6,1,1,2014,19268888
1300000,3,1,6,1,1,2014,52394856
350000,2,1,3,1,3,2014,24066944
465000,5,0,3,1,3,2014,20074896
995000,2,1,6,1,3,2014,30439044
5851008,4,1,5,1,3,2014,72255872
1500000,3,3,1,1,3,2014,57536908
575000,3,1,10,1,1,2014,46862144
750000,2,2,5,2,3,2014,21941736
2300000,5,1,5,1,3,2014,67340864
650000,2,1,6,1,3,2014,15219523
2800000,4,2,5,1,1,2014,39076192
650000,2,1,5,3,1,2014,81064672
9999999,3,0,3,1,1,2014,48041272
5851008,5,3,5,1,1,2014,39076192
5851008,4,3,5,4,3,2014,70240512
2300000,2,3,6,1,1,2014,35322096
5851008,6,2,5,1,3,2014,102394616
2000000,4,1,9,2,3,2014,17759402
2000000,3,1,6,1,1,2014,30439044
650000,2,1,4,1,3,2014,24736572
1100000,2,1,3,1,3,2014,24066944
450000,3,1,1,1,1,2014,51800672
30000,2,1,10,3,3,2014,28251930
9999999,2,1,1,1,1,2014,49457856
650000,2,1,6,1,1,2014,21242316
1000000,1,0,6,1,3,2014,21242316
5851008,4,2,6,1,1,2014,35322096
17000,3,1,10,2,1,2014,68567976
600000,1,0,3,4,1,2014,19141974
500000,4,1,7,3,3,2014,20136924
500000,2,1,5,1,1,2014,21941736
9999999,2,1,4,3,1,2014,75763760
500000,3,1,9,1,1,2014,108661120
650000,4,1,6,1,1,2014,103448352
600000,2,1,4,1,3,2014,34309168
1200000,3,2,1,4,3,2014,23270772
600000,2,1,4,1,1,2014,24736572
9999999,2,1,5,3,1,2014,39492672
850000,3,1,4,1,3,2014,39963664
400000,2,1,5,1,1,2014,21941736
385000,4,1,4,1,3,2014,34309168
650000,2,1,6,1,1,2014,15219523
1300000,2,2,2,1,3,2014,28429670
995000,3,2,6,2,3,2014,36162580
900000,2,1,1,4,3,2014,63425352
798000,1,0,4,1,3,2014,20392432
600000,4,2,6,1,3,2014,36162580
300000,4,1,8,2,1,2014,19718040
3000000,4,4,1,1,3,2014,28768456
825000,2,1,1,1,3,2014,21032872
5851008,2,1,3,4,3,2014,24066944
750000,2,1,1,1,1,2014,21035274
2000000,4,1,3,1,3,2014,24066944
1000000,2,2,5,1,1,2014,21941736
5851008,3,1,7,1,1,2014,64213896
600000,3,1,8,1,3,2014,19718040
17000,2,1,10,3,3,2014,37175084
9999999,3,1,2,3,3,2014,138604528
8000,2,2,8,2,1,2014,40703308
5851008,4,3,5,1,1,2014,39076192
325000,2,1,6,4,3,2014,15219523
9999999,3,1,10,3,1,2014,19259602
67500,3,1,8,1,1,2014,38931280
1600000,3,2,1,1,1,2014,63534844
1700000,2,1,1,1,3,2014,21035274
500000,5,1,4,1,3,2014,24736572
350000,2,1,3,1,1,2014,22653662
650000,2,1,6,1,1,2014,15219523
1500000,3,1,1,1,3,2014,55239464
9999999,3,1,10,3,3,2014,118685088
900000,2,1,6,1,3,2014,15219523
9999999,3,1,8,2,1,2014,2614644
1200000,3,3,6,4,1,2014,124097752
550000,2,0,2,1,1,2014,20050416
5851008,5,2,2,1,3,2014,83358584
800000,2,1,3,1,3,2014,21559968
2000000,5,2,5,1,3,2014,39076192
450000,1,0,4,1,1,2014,55748036
500000,2,1,4,1,3,2014,20392432
2000000,4,2,6,3,3,2014,35322096
400000,3,1,7,2,3,2014,38570520
600000,3,1,6,4,3,2014,115626968
700000,2,1,6,1,1,2014,15219523
600000,2,1,7,2,1,2014,28251930
9999999,2,1,9,1,1,2014,16711195
2000000,2,0,3,1,3,2014,24066944
250000,3,2,7,3,1,2014,17771024
1600000,2,1,4,1,3,2014,17154584
1500000,4,1,5,1,1,2014,83417832
600000,2,1,6,1,3,2014,30439044
1000000,3,1,8,2,3,2014,40703308
900000,3,0,2,4,1,2014,119701568
2000000,2,2,1,1,3,2014,46541544
89000,4,1,8,1,3,2014,34851640
500000,2,1,5,1,1,2014,39076192
60000,2,2,8,2,3,2014,19718040
1200000,3,2,4,4,1,2014,34309168
1000000,2,1,6,1,1,2014,15219523
550000,3,1,2,1,1,2014,36594224
9999999,3,3,5,3,3,2014,90497488
75000,2,1,6,4,1,2014,48394124
650000,3,1,5,1,3,2014,20064976
1200000,2,2,1,1,1,2014,94326152
100000,4,1,2,3,1,2014,69302264
480000,1,0,6,1,3,2014,15219523
1000000,3,1,6,1,1,2014,111849824
400000,2,1,4,1,3,2014,24736572
800000,2,1,4,1,3,2014,24736572
900000,3,1,5,1,1,2014,47214632
600000,2,0,4,1,3,2014,24736572
400000,2,1,6,1,3,2014,48361344
999000,2,1,5,1,1,2014,49993768
600000,2,1,4,4,1,2014,24736572
900000,3,1,6,1,1,2014,34869956
20000,2,1,2,2,3,2014,66198456
250000,5,1,8,2,1,2014,926833
1200000,2,0,4,1,3,2014,44017144
650000,1,0,1,3,1,2014,24728928
5851008,5,1,8,4,3,2014,2313538
3400000,2,1,1,1,3,2014,22156276
800000,3,2,4,1,3,2014,17154584
5851008,4,1,5,1,3,2014,89117752
100000,2,0,9,2,3,2014,39108740
1350000,1,0,3,1,3,2014,20709972
900000,2,2,6,1,3,2014,15219523
400000,2,1,4,4,1,2014,24736572
1500000,3,1,5,1,3,2014,23337792
350000,2,1,6,1,3,2014,15419779
1800000,3,2,5,1,1,2014,21941736
465000,2,1,3,4,1,2014,24066944
325000,2,1,6,1,3,2014,35322096
1005000,3,1,1,1,3,2014,46541544
1000000,3,2,5,4,3,2014,21941736
900000,2,2,6,1,1,2014,35322096
650000,3,2,2,1,1,2014,43933256
750000,1,0,6,1,3,2014,15219523
2000000,5,0,4,4,3,2014,34309168
700000,3,2,2,1,1,2014,185901424
400000,2,1,5,1,1,2014,21941736
750000,2,1,6,1,3,2014,15219523
1800000,3,1,5,1,1,2014,21941736
1200000,4,1,5,1,3,2014,53132208
900000,2,1,6,1,3,2014,21345744
1700000,2,1,6,1,3,2014,15219523
385000,1,0,4,1,1,2014,17154584
300000,3,1,8,1,3,2014,19554370
1500,3,2,8,2,3,2014,19320740
800000,4,2,7,1,1,2014,39491520
9999999,1,0,7,4,3,2014,35532188
100000,3,1,2,1,1,2014,19136774
625000,4,0,10,1,3,2014,79122544
300000,2,1,7,1,1,2014,28251930
400000,1,1,4,1,1,2014,34309168
17520,1,0,9,2,1,2014,18759960
1000000,3,1,1,1,1,2014,57536908
2000000,3,2,7,1,1,2014,38104752
5851008,4,1,5,1,3,2014,82247616
700000,3,1,1,4,3,2014,122826816
350000,3,0,6,1,1,2014,15219523
846200,2,0,3,1,3,2014,61567256
250000,1,0,5,1,1,2014,21963468
500000,2,2,7,1,1,2014,19017132
800000,3,1,6,1,3,2014,15219523
1000000,1,0,3,4,3,2014,20709972
9999999,2,1,3,1,3,2014,53609140
1500000,1,0,1,1,3,2014,23270772
525000,2,1,2,4,3,2014,38225484
2500000,4,1,6,4,1,2014,70840688
500000,6,2,7,1,1,2014,61808056
600000,5,3,6,1,3,2014,53084264
700000,2,1,5,1,3,2014,39076192
5851008,3,3,6,1,3,2014,54621952
650000,3,1,5,1,1,2014,51969228
5851008,4,1,5,1,1,2014,41219436
2000000,3,2,1,1,1,2014,108601080
1800000,3,1,3,1,3,2014,103448352
620000,3,1,7,1,1,2014,54106572
1200000,2,1,5,1,1,2014,20246358
2300000,3,2,6,1,3,2014,40128632
1400000,2,0,3,1,1,2014,40128632
849000,2,2,10,1,3,2014,100038880
1500000,3,0,2,1,1,2014,43933256
350000,2,1,3,4,3,2014,57002800
700000,2,1,3,1,1,2014,35621404
120000,3,1,7,2,3,2014,19879926
1700000,3,0,5,1,1,2014,39076192
650000,1,0,5,1,3,2014,20880040
1500000,2,0,1,1,3,2014,20004948
175000,4,1,8,2,1,2014,1568189
700000,3,1,3,1,3,2014,48631348
600000,3,1,10,1,1,2014,37901000
550000,2,1,2,1,3,2014,17425820
5851008,4,2,5,1,3,2014,48264304
700000,3,1,3,1,3,2014,42504872
2000000,3,3,5,1,1,2014,66114808
650000,3,1,2,1,3,2014,28429670
300000,2,1,2,1,3,2014,28429670
1500000,4,2,1,1,3,2014,88032208
465000,2,1,6,1,3,2014,40128632
650000,2,1,4,1,1,2014,24736572
1700000,3,1,5,1,3,2014,82830184
400000,2,0,6,3,3,2014,35322096
400000,2,1,2,4,3,2014,28429670
400000,1,0,1,1,1,2014,23270772
900000,3,1,4,1,1,2014,65850336
165000,5,1,8,2,1,2014,926833
798000,2,0,4,1,3,2014,51024576
900000,3,2,6,1,3,2014,35322096
9999999,4,1,3,1,1,2014,20623284
250000,4,3,6,1,1,2014,171304800
50000,5,1,10,4,1,2014,110650776
2500000,7,1,6,1,3,2014,30439044
850000,2,1,3,4,1,2014,42504872
8000,2,2,8,2,1,2014,40951492
1200000,1,0,6,1,3,2014,20064316
900000,2,1,5,1,3,2014,21941736
650000,3,0,4,1,3,2014,34309168
5851008,3,1,6,1,3,2014,15219523
1550000,3,2,6,1,3,2014,46400440
980000,4,3,8,1,1,2014,74399480
1500000,2,1,1,1,1,2014,23270772
9999999,3,1,5,3,1,2014,140778240
1300000,3,2,6,1,3,2014,21514652
600000,2,2,4,1,1,2014,24736572
5851008,5,3,5,1,3,2014,48264304
300000,4,1,8,2,3,2014,62985828
1500000,3,2,5,3,3,2014,21941736
250000,1,0,3,1,1,2014,19678182
1500000,3,2,5,1,1,2014,85014976
600000,2,1,5,1,1,2014,21963468
70000,2,1,3,1,3,2014,24066944
2000000,5,1,5,1,1,2014,21941736
550000,2,1,4,1,1,2014,20484408
5851008,3,4,6,1,3,2014,15219523
80000,3,1,5,2,3,2014,72096280
1263000,3,1,6,1,1,2014,35322096
1007000,3,1,1,4,1,2014,117647200
2500000,2,4,5,1,3,2014,39076192
5851008,5,2,5,1,3,2014,72086128
425000,3,3,5,1,3,2014,32035766
2000000,3,0,6,3,3,2014,71385312
650000,2,0,6,4,3,2014,89250504
750000,4,1,10,1,3,2014,46862144
1500000,3,0,1,1,1,2014,51800672
1500000,3,2,6,1,3,2014,35322096
9999999,2,1,4,1,1,2014,20392432
5851008,3,2,7,2,1,2014,57036952
800000,3,1,5,1,1,2014,21941736
600000,2,1,4,1,3,2014,24736572
3000000,4,3,5,1,3,2014,19538096
550000,3,0,8,2,3,2014,33166848
2000000,3,3,5,3,1,2014,35973844
1000000,3,2,4,1,3,2014,34309168
675000,2,1,4,1,1,2014,23059516
50000,3,1,3,3,3,2014,118765600
755000,2,1,1,2,1,2014,23270772
900000,2,0,3,1,3,2014,41419944
700000,2,1,7,1,3,2014,52419580
550000,2,1,3,1,1,2014,24066944
3350000,5,1,5,1,3,2014,74509480
5851008,3,0,1,1,1,2014,17215546
2000000,3,0,4,1,3,2014,24736572
80025,2,1,3,1,1,2014,40338824
600000,2,1,5,4,1,2014,55779160
5851008,5,3,6,1,3,2014,48819288
2500000,4,1,4,1,3,2014,44662488
900000,3,1,6,1,3,2014,15219523
525000,2,1,2,4,1,2014,43933256
750000,2,0,2,3,3,2014,28429670
550000,2,0,3,1,1,2014,24066944
450000,4,2,10,3,1,2014,212039408
1200000,3,3,5,1,1,2014,21941736
700000,2,1,1,1,1,2014,20502638
750000,4,1,6,1,3,2014,15219523
420000,2,1,2,1,3,2014,65782572
706877,2,1,6,1,3,2014,21068526
500000,1,0,3,1,1,2014,24066944
5851008,4,1,6,1,3,2014,59120420
495000,2,1,4,1,3,2014,23059516
1000000,4,4,5,1,3,2014,55529564
1200000,3,1,5,1,3,2014,39076192
25000,3,1,1,1,3,2014,46541544
2000000,3,1,3,1,3,2014,24066944
600000,2,0,6,1,1,2014,15219523
500000,2,1,6,1,1,2014,15219523
5851008,4,4,9,1,3,2014,60647488
5851008,3,2,3,1,3,2014,19737580
1600000,3,1,5,1,1,2014,21941736
5851008,4,3,5,1,1,2014,19538096
2000000,4,2,3,1,1,2014,94342528
1500000,3,2,5,1,1,2014,39076192
100000,3,1,10,2,3,2014,55673756
3000000,4,4,9,1,1,2014,65782572
680000,3,1,6,3,1,2014,117275688
300000,4,1,8,2,3,2014,145617760
65000,3,1,7,2,1,2014,38104752
1500000,2,1,3,1,3,2014,38283948
650000,2,1,2,1,3,2014,19951768
750000,2,1,1,1,3,2014,20004948
600000,2,2,5,1,1,2014,21615868
315000,1,0,4,3,1,2014,24736572
2500000,2,0,6,4,3,2014,55010600
900000,2,1,6,1,1,2014,15219523
900000,2,1,4,2,3,2014,24736572
100000,3,3,2,1,1,2014,19136774
100000,3,1,2,1,3,2014,46930896
600000,2,0,4,1,1,2014,38191264
625000,2,1,3,1,1,2014,24066944
700000,3,0,3,1,3,2014,47895948
775000,2,1,6,1,1,2014,16768935
1000000,3,1,6,1,1,2014,15219523
1800000,3,1,5,1,1,2014,39475160
600000,5,3,5,1,1,2014,75404800
5851008,3,2,6,1,1,2014,70024872
440000,2,1,5,1,1,2014,21941736
500000,2,1,2,3,3,2014,43933256
9999999,3,1,10,3,3,2014,63081416
675000,3,1,4,1,3,2014,22331244
9999999,1,0,7,3,3,2014,83462776
840000,2,1,6,1,3,2014,30439044
950000,3,1,4,1,3,2014,56798032
1000000,2,2,5,1,1,2014,21941736
900000,4,1,2,4,1,2014,62646764
2000000,3,2,4,1,3,2014,40454868
1200000,3,1,5,1,1,2014,89117752
200000,2,1,3,1,3,2014,20064316
700000,1,0,4,1,1,2014,19389524
500000,2,1,4,1,3,2014,20246358
1500000,4,2,1,1,3,2014,40821916
512000,3,1,10,1,1,2014,38191264
550000,2,1,3,1,1,2014,22665608
431100,3,1,4,1,1,2014,24736572
1200000,3,0,1,1,3,2014,28768456
900000,3,1,3,1,3,2014,61672376
700000,2,0,5,1,1,2014,20301984
995000,2,1,6,3,3,2014,106916728
2500000,4,2,5,4,3,2014,80132752
5851008,4,1,1,1,1,2014,88814728
450000,1,0,1,1,1,2014,22213012
6000,3,1,2,1,3,2014,19136774
1300000,3,0,5,4,1,2014,87578064
9999999,3,1,8,2,1,2014,20351656
1000000,3,1,6,1,1,2014,98895440
1000000,3,0,5,1,1,2014,21941736
120000,3,1,7,2,3,2014,19879926
900000,2,1,5,1,3,2014,35539616
700000,2,2,1,1,1,2014,22156276
700000,2,0,5,1,1,2014,21941736
5851008,4,1,5,2,1,2014,48166936
300000,3,1,10,3,3,2014,121401072
600000,2,1,6,1,3,2014,15219523
5851008,2,1,1,1,1,2014,23270772
1400000,3,2,5,1,1,2014,40934072
550000,3,1,2,1,3,2014,52901308
60000,3,1,9,2,1,2014,19320740
1000000,3,1,5,1,1,2014,56535320
1700000,3,2,5,1,1,2014,21684872
400000,4,2,3,1,3,2014,103448352
850000,3,1,5,1,3,2014,40373624
435000,2,1,4,1,1,2014,37038304
1800000,4,1,9,1,1,2014,18059388
700000,2,0,4,4,3,2014,24736572
5851008,5,1,5,4,3,2014,39076192
1200000,1,0,6,1,1,2014,17661048
550000,2,0,2,1,3,2014,56859340
350000,2,0,4,3,3,2014,33942844
470000,1,0,3,1,1,2014,20709972
2300000,3,1,6,1,3,2014,59679280
950000,3,1,5,1,3,2014,40603968
5851008,3,3,6,1,1,2014,18315956
1650000,2,0,3,1,1,2014,46569536
200000,4,1,8,2,1,2014,20351656
800000,2,1,6,1,1,2014,30728940
1750000,5,2,5,1,3,2014,70217576
825000,2,2,1,4,1,2014,46545608
925000,3,0,3,4,3,2014,45497652
22000,3,1,8,2,3,2014,60503712
750000,2,1,6,4,1,2014,15219523
700000,2,1,1,1,3,2014,16302333
9999999,3,1,10,3,1,2014,25319268
1500000,3,3,4,1,3,2014,24736572
680000,3,0,8,4,1,2014,39436080
900000,2,1,6,1,3,2014,17661048
900000,2,1,6,1,3,2014,15991577
400000,1,0,4,1,3,2014,34309168
1000500,3,1,1,4,1,2014,57536908
1700000,3,2,9,1,3,2014,16711195
500000,4,2,10,1,1,2014,65782572
1500000,2,2,5,1,1,2014,39076192
1800000,3,1,4,1,1,2014,41599344
5851008,5,3,5,1,3,2014,90776200
5851008,3,2,5,1,1,2014,39076192
400000,3,1,5,1,3,2014,20064316
735000,2,1,5,1,1,2014,23607316
750000,3,1,6,1,1,2014,49461648
325000,1,0,4,1,1,2014,20484408
1750000,4,4,1,1,3,2014,93603016
1000000,2,2,6,1,3,2014,35322096
24972,2,1,1,4,3,2014,57435200
1000000,3,1,6,1,3,2014,35322096
1700000,3,0,3,1,1,2014,48133884
1500000,3,1,2,1,3,2014,54151752
600000,2,1,4,1,1,2014,17536378
800000,3,1,6,1,1,2014,39455884
700000,4,1,8,1,1,2014,21431736
750000,3,1,10,1,3,2014,65621212
600000,3,1,1,4,1,2014,76915152
2100000,4,2,6,1,3,2014,76088944
925000,3,1,4,1,3,2014,24736572
1200000,3,3,6,1,3,2014,77921608
1500000,5,2,1,4,3,2014,207368976
3000000,3,2,6,1,3,2014,82540032
1800000,2,0,3,1,1,2014,24066944
850000,4,1,4,1,3,2014,18713036
618000,1,0,3,1,1,2014,18578440
600000,4,3,6,1,3,2014,33979156
100000,2,0,3,1,3,2014,42504872
480000,2,0,5,1,1,2014,21941736
2000000,2,1,6,1,1,2014,26197428
2000000,2,1,1,1,3,2014,23270772
1500000,4,2,6,1,3,2014,15219523
900000,1,0,6,1,3,2014,21927906
650000,2,1,6,1,1,2014,35322096
600000,3,1,9,2,1,2014,19718040
9999999,3,2,5,1,3,2014,63949624
9999999,3,1,10,3,3,2014,186976352
600000,4,1,7,1,1,2014,109371632
1700000,3,2,5,1,1,2014,66114808
1000000,4,1,5,1,3,2014,20064316
200000,1,1,7,1,1,2014,28251930
5851008,5,1,6,1,3,2014,137714288
2000000,1,0,5,4,3,2014,20322092
500000,3,1,6,1,3,2014,17661048
1000000,3,1,6,1,1,2014,40128632
800000,2,1,1,1,1,2014,23270772
650000,3,1,4,1,3,2014,44662488
900000,4,0,3,1,1,2014,20064316
1000000,2,1,1,1,1,2014,23270772
400000,1,0,10,1,1,2014,28251930
470000,1,0,3,1,3,2014,20410956
600000,2,1,6,1,1,2014,15219523
525000,1,0,4,1,1,2014,34309168
800000,2,1,6,1,1,2014,15219523
450000,2,1,5,4,1,2014,21941736
5851008,3,1,6,1,3,2014,15219523
6000,4,2,2,1,1,2014,43933256
750000,4,1,1,1,3,2014,23270772
650000,2,1,4,4,3,2014,36804380
700000,1,0,3,3,1,2014,18486482
800000,4,1,10,1,1,2014,28251930
450000,2,2,1,1,3,2014,33629984
100000,3,1,2,4,3,2014,67777912
9999999,1,0,7,1,1,2014,20824936
700000,3,2,10,1,1,2017,54471148
300000,4,2,10,3,1,2017,227080048
3000000,4,3,1,1,1,2017,58910848
1200000,3,0,1,4,1,2017,130772416
1600000,3,2,1,1,3,2017,28540232
3000000,3,0,1,1,3,2017,27504556
1600000,3,1,1,1,3,2017,108429616
2000000,3,1,1,1,1,2017,138777488
2000000,2,1,1,1,3,2017,57080464
2000000,3,1,1,1,3,2017,27504556
1850000,2,1,1,1,1,2017,30117274
6387127,4,2,1,1,3,2017,62166072
1600000,4,2,1,1,3,2017,68432704
3950000,3,2,1,4,3,2017,60234548
6387127,6,2,1,1,3,2017,381386208
1800000,3,1,1,1,1,2017,24127948
20000,3,1,1,2,1,2017,73865800
10000,4,1,1,1,3,2017,101149432
2000000,3,1,1,4,1,2017,27504556
2000000,2,2,1,1,1,2017,57080464
6387127,4,2,1,4,3,2017,99302520
6387127,1,0,1,1,3,2017,27504556
800000,2,1,1,1,1,2017,45553320
6387127,5,1,1,1,3,2017,58910848
800000,2,3,1,1,3,2017,55009112
770000,3,1,1,1,3,2017,26219400
2100000,2,1,1,1,3,2017,57080464
2000000,1,0,1,1,3,2017,27504556
3000000,3,0,1,1,1,2017,27504556
3000000,3,3,1,1,1,2017,118546368
6387127,5,2,1,4,3,2017,178018016
6387127,4,0,1,4,3,2017,90119632
3000000,4,1,1,1,3,2017,27504556
3000000,3,1,1,1,3,2017,55009112
6387127,3,0,1,1,3,2017,162212944
3500000,1,0,1,1,1,2017,57080464
2800000,3,2,1,1,3,2017,96217152
6387127,4,1,1,1,3,2017,21674904
800000,1,1,1,1,3,2017,26219400
675000,1,0,1,1,3,2017,28540232
770000,2,1,1,1,3,2017,26219400
6387127,4,3,1,1,3,2017,58910848
1700000,3,1,1,4,1,2017,89434864
1300000,2,0,1,3,1,2017,27504556
1000000,2,1,1,1,1,2017,27504556
1000000,2,0,1,4,1,2017,45553320
850000,1,1,1,1,3,2017,31830184
1675000,3,2,1,1,3,2017,55009112
1100000,2,0,1,1,3,2017,107308496
2000000,3,0,1,3,3,2017,167994528
2000000,3,0,1,1,1,2017,57080464
2000000,3,0,1,1,1,2017,28540232
6387127,3,3,1,1,3,2017,28386536
1006000,3,1,1,4,1,2017,57080464
6387127,4,1,1,1,3,2017,60695736
6387127,4,2,1,1,3,2017,100277680
6387127,3,1,1,1,3,2017,57080464
6387127,3,1,1,1,3,2017,27504556
6387127,3,1,1,1,3,2017,62834444
475000,1,0,1,1,1,2017,29202104
1800000,3,1,1,1,3,2017,31830184
1200000,2,1,1,1,1,2017,27504556
1800000,2,1,1,1,3,2017,26219400
2000000,2,1,1,1,3,2017,27504556
9999999,2,0,1,1,3,2017,26755374
750000,3,3,1,1,3,2017,58910848
3000000,4,1,1,4,3,2017,57080464
1000000,3,1,1,1,3,2017,46147068
1300000,3,1,1,4,1,2017,124356432
925000,2,1,1,4,3,2017,30347868
1800000,3,0,1,4,1,2017,132206512
1000000,3,2,1,1,3,2017,102311200
600000,2,0,1,4,1,2017,22776660
760000,2,0,1,1,3,2017,27504556
2000000,4,1,1,1,3,2017,57080464
1200000,2,1,1,1,3,2017,27504556
2000000,2,1,1,1,3,2017,27504556
1500000,3,1,1,1,1,2017,62834444
6387127,3,2,1,1,1,2017,73872440
3000000,3,3,1,1,1,2017,134696432
9999999,2,1,1,3,3,2017,45099484
525000,1,0,1,1,1,2017,27504556
700000,2,1,1,4,3,2017,63660364
475000,3,1,1,1,3,2017,30301704
700000,3,1,1,1,3,2017,26219400
1250000,2,1,1,1,1,2017,27504556
340000,2,1,1,4,3,2017,27837632
800000,4,0,2,4,3,2017,114124704
600000,2,0,2,4,1,2017,80879352
650000,2,1,2,4,1,2017,54471148
500000,3,1,2,1,1,2017,54471148
800000,3,1,2,1,3,2017,61418216
1800000,5,3,2,4,1,2017,106985424
1200000,3,0,2,4,1,2017,155612224
1200000,4,3,2,4,3,2017,47014064
800000,2,1,2,1,1,2017,48292704
900000,3,1,2,1,3,2017,72923160
900000,4,2,2,1,3,2017,28256832
750000,3,2,2,3,3,2017,27378882
600000,2,1,2,1,3,2017,54757764
600000,2,1,2,1,3,2017,110418624
800000,3,1,2,1,3,2017,48398156
2000000,2,1,2,3,3,2017,46643660
30000,4,0,2,4,1,2017,51830120
4000,4,1,2,3,3,2017,117333976
450000,2,1,2,4,1,2017,85869176
400000,2,1,2,4,3,2017,29068676
700000,2,1,2,4,1,2017,49472240
4000,3,1,2,1,3,2017,23648108
4000,3,1,2,1,1,2017,23648108
80000,4,1,2,1,3,2017,27058892
500000,2,1,2,1,3,2017,44720724
1700000,3,3,2,3,1,2017,28108928
3000000,4,1,2,1,3,2017,24146352
6387127,4,3,2,1,1,2017,100759744
500000,3,1,2,4,3,2017,54562812
500000,2,0,2,1,1,2017,40820256
500000,3,1,2,3,1,2017,23321830
