value,bdrms,subboroughname,race,year,income_tile,non_bdrms
300000,2,Washington Heights/Inwood,White,2005,3,1
2571545,2,Upper West Side,White,2005,5,2
250000,2,Central Harlem,Black,2005,4,2
400000,3,Central Harlem,Black,2005,1,1
800000,3,Upper West Side,White,2005,4,1
500000,2,Upper East Side,White,2005,5,1
325000,2,Chelsea/Clinton/Midtown,Others,2005,4,1
1000000,2,Chelsea/Clinton/Midtown,White,2005,5,1
350000,4,Chelsea/Clinton/Midtown,White,2005,5,1
300000,3,Greenwich Village/Financial District,White,2005,4,1
550000,4,Chelsea/Clinton/Midtown,White,2005,4,4
400000,3,Central Harlem,Black,2005,2,1
400000,2,Upper West Side,White,2005,1,0
150000,4,East Harlem,Black,2005,2,2
1000000,2,Stuyvesant Town/Turtle Bay,White,2005,1,1
285000,3,Lower East Side/Chinatown,Hispanic,2005,4,1
900000,3,Upper East Side,White,2005,5,1
1100000,3,Upper West Side,White,2005,5,2
125000,2,Upper East Side,White,2005,2,1
600000,3,Greenwich Village/Financial District,White,2005,5,1
400000,2,Upper West Side,White,2005,3,0
500000,2,Greenwich Village/Financial District,Others,2005,5,1
400000,3,Morningside Heights/Hamilton Heights,Black,2005,3,2
500000,2,Stuyvesant Town/Turtle Bay,White,2005,2,1
2571545,2,Greenwich Village/Financial District,White,2005,5,1
500000,1,Greenwich Village/Financial District,White,2005,2,0
350000,2,Chelsea/Clinton/Midtown,White,2005,3,0
325000,1,Chelsea/Clinton/Midtown,White,2005,3,0
450000,2,Upper East Side,White,2005,3,1
650000,2,Chelsea/Clinton/Midtown,White,2005,5,1
550000,2,Chelsea/Clinton/Midtown,White,2005,2,0
1000000,4,Upper East Side,White,2005,3,2
380000,2,Greenwich Village/Financial District,White,2005,4,0
600000,2,Stuyvesant Town/Turtle Bay,White,2005,3,1
190000,3,Upper East Side,White,2005,2,2
300000,3,Lower East Side/Chinatown,Hispanic,2005,5,1
40000,2,Greenwich Village/Financial District,White,2005,3,1
500000,2,Greenwich Village/Financial District,White,2005,5,2
500000,2,Greenwich Village/Financial District,White,2005,2,0
40000,3,Greenwich Village/Financial District,White,2005,3,2
400000,3,Upper East Side,White,2005,4,1
1000000,4,Upper East Side,White,2005,5,4
415000,3,Morningside Heights/Hamilton Heights,White,2005,1,1
1000000,3,Stuyvesant Town/Turtle Bay,White,2005,2,1
500000,2,Chelsea/Clinton/Midtown,White,2005,3,1
850000,2,Stuyvesant Town/Turtle Bay,White,2005,4,2
300000,3,East Harlem,White,2005,4,1
250000,2,Upper West Side,Others,2005,5,1
10000,5,East Harlem,Black,2005,5,2
2571545,2,Upper East Side,White,2005,2,1
400000,1,Stuyvesant Town/Turtle Bay,White,2005,2,0
700000,3,Upper East Side,White,2005,1,1
375000,1,Chelsea/Clinton/Midtown,White,2005,5,0
650000,2,Upper East Side,White,2005,4,1
320000,3,Lower East Side/Chinatown,Hispanic,2005,2,1
200000,2,Upper East Side,White,2005,5,1
900000,3,Upper East Side,White,2005,1,2
500000,2,Greenwich Village/Financial District,White,2005,5,1
500000,2,Greenwich Village/Financial District,White,2005,3,2
1000000,3,Upper East Side,White,2005,5,1
450000,2,Chelsea/Clinton/Midtown,Others,2005,2,0
10000,3,East Harlem,Black,2005,3,1
160000,3,Lower East Side/Chinatown,White,2005,2,2
325000,3,Chelsea/Clinton/Midtown,White,2005,5,1
2571545,4,Upper East Side,White,2005,3,3
1000000,7,Upper West Side,White,2005,5,1
400000,3,Upper West Side,Others,2005,5,1
650000,2,Lower East Side/Chinatown,White,2005,4,0
600000,2,Upper East Side,White,2005,2,1
2571545,4,Upper West Side,White,2005,5,1
500000,1,Chelsea/Clinton/Midtown,White,2005,4,0
1000000,4,Upper East Side,White,2005,4,0
500000,2,Upper West Side,White,2005,5,1
250000,3,Upper West Side,White,2005,3,1
2571545,3,Greenwich Village/Financial District,White,2005,4,2
2571545,2,Upper East Side,White,2005,4,1
500000,3,Upper East Side,White,2005,5,1
1100000,2,Lower East Side/Chinatown,Others,2005,5,2
280000,2,Lower East Side/Chinatown,White,2005,5,0
300000,3,Morningside Heights/Hamilton Heights,White,2005,3,1
2571545,4,Stuyvesant Town/Turtle Bay,White,2005,5,4
1000000,5,Upper West Side,Others,2005,1,1
1000000,3,Stuyvesant Town/Turtle Bay,Others,2005,5,0
500000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
380000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1
600000,3,Upper East Side,White,2005,5,2
189000,3,East Harlem,Hispanic,2005,3,1
180000,2,Washington Heights/Inwood,White,2005,5,1
160000,3,Stuyvesant Town/Turtle Bay,White,2005,5,2
2571545,5,Upper East Side,White,2005,4,2
2571545,3,Greenwich Village/Financial District,White,2005,5,2
2571545,2,Upper West Side,White,2005,5,3
200000,4,Morningside Heights/Hamilton Heights,Others,2005,4,2
650000,2,Lower East Side/Chinatown,White,2005,2,1
2500,3,Central Harlem,Black,2005,2,1
200000,2,Chelsea/Clinton/Midtown,White,2005,3,1
650000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
600000,2,Upper East Side,White,2005,2,1
600000,2,Lower East Side/Chinatown,White,2005,3,1
800,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
150000,4,Chelsea/Clinton/Midtown,White,2005,1,2
1200000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
435000,1,Greenwich Village/Financial District,White,2005,2,0
2571545,5,Upper West Side,White,2005,5,3
2571545,2,Upper East Side,White,2005,4,1
300000,1,Stuyvesant Town/Turtle Bay,White,2005,2,1
2571545,5,Upper East Side,White,2005,5,1
500000,2,Upper East Side,White,2005,2,1
400000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1
2571545,2,Greenwich Village/Financial District,Others,2005,5,1
415000,2,Chelsea/Clinton/Midtown,White,2005,1,1
29000,2,Upper East Side,White,2005,4,1
2571545,3,Upper East Side,White,2005,5,2
1000000,3,Upper East Side,White,2005,1,3
200000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
354000,2,Central Harlem,Black,2005,5,1
2571545,8,Stuyvesant Town/Turtle Bay,Others,2005,5,0
380000,3,Central Harlem,Hispanic,2005,4,1
500000,1,Chelsea/Clinton/Midtown,White,2005,2,1
1295000,2,Upper East Side,White,2005,2,1
250000,1,Chelsea/Clinton/Midtown,White,2005,2,0
350000,2,Stuyvesant Town/Turtle Bay,White,2005,4,0
2571545,7,Upper West Side,White,2005,5,1
200000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
2571545,3,Upper West Side,White,2005,3,1
300000,1,Greenwich Village/Financial District,White,2005,4,0
5000,4,Washington Heights/Inwood,Others,2005,2,1
300000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0
200000,1,Upper East Side,Hispanic,2005,3,0
150000,4,Morningside Heights/Hamilton Heights,White,2005,2,1
400000,3,Lower East Side/Chinatown,White,2005,4,1
900000,2,Upper East Side,White,2005,1,1
750000,2,Upper East Side,White,2005,5,1
300000,2,Lower East Side/Chinatown,Hispanic,2005,3,1
500000,3,Morningside Heights/Hamilton Heights,Black,2005,4,2
450000,3,Lower East Side/Chinatown,White,2005,4,1
600000,2,Lower East Side/Chinatown,Hispanic,2005,4,1
250000,1,Upper West Side,Others,2005,3,0
1005000,3,Upper East Side,White,2005,4,2
200000,2,Upper East Side,White,2005,1,1
2571545,7,Greenwich Village/Financial District,White,2005,4,1
675000,2,Greenwich Village/Financial District,White,2005,5,1
425000,2,Greenwich Village/Financial District,White,2005,5,1
175000,2,Chelsea/Clinton/Midtown,White,2005,5,1
200000,4,Upper West Side,White,2005,5,2
435000,1,Greenwich Village/Financial District,White,2005,4,0
350000,2,Upper East Side,White,2005,3,1
400000,4,Central Harlem,Black,2005,2,1
420000,2,Upper East Side,White,2005,3,1
700000,3,Upper West Side,White,2005,5,1
700000,2,Stuyvesant Town/Turtle Bay,White,2005,3,1
2571545,3,Upper West Side,White,2005,3,2
1000000,2,Upper West Side,White,2005,5,0
350000,2,Chelsea/Clinton/Midtown,White,2005,5,1
300000,3,Upper East Side,Hispanic,2005,2,1
400000,2,Upper West Side,White,2005,4,1
1100000,4,Upper East Side,White,2005,4,2
400000,2,Upper West Side,Others,2005,4,2
750000,3,Upper East Side,White,2005,1,1
1000000,5,Upper West Side,White,2005,5,3
2571545,3,Stuyvesant Town/Turtle Bay,White,2005,5,3
300000,2,Upper East Side,White,2005,4,1
2571545,4,Upper East Side,White,2005,5,4
800000,3,Upper West Side,White,2005,5,1
500000,2,Stuyvesant Town/Turtle Bay,White,2005,5,0
400000,1,Greenwich Village/Financial District,White,2005,2,0
25000,2,East Harlem,White,2005,2,1
950000,3,Upper West Side,White,2005,5,1
225000,3,Upper East Side,White,2005,1,2
275000,4,Lower East Side/Chinatown,Hispanic,2005,2,1
2571545,4,Upper West Side,White,2005,4,2
2571545,4,Upper East Side,White,2005,5,3
350000,3,Upper East Side,White,2005,1,1
1055000,3,Upper East Side,White,2005,5,2
850000,3,Upper West Side,White,2005,5,2
600000,3,Upper East Side,White,2005,5,3
460000,3,Washington Heights/Inwood,Black,2005,5,2
111000,3,Morningside Heights/Hamilton Heights,Others,2005,3,1
500000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1
2571545,2,Greenwich Village/Financial District,White,2005,5,1
650000,2,Upper East Side,White,2005,4,1
300000,3,Chelsea/Clinton/Midtown,White,2005,4,1
600000,2,Upper East Side,White,2005,4,1
580000,2,Upper East Side,White,2005,3,1
2571545,4,Greenwich Village/Financial District,White,2005,2,2
700000,3,East Harlem,White,2005,2,1
250000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0
200000,3,Washington Heights/Inwood,White,2005,4,1
1000000,3,Upper West Side,White,2005,5,2
290000,1,Washington Heights/Inwood,Hispanic,2005,1,0
300000,2,Upper West Side,White,2005,5,0
612000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
1100000,5,Upper East Side,White,2005,4,3
90000,2,Lower East Side/Chinatown,White,2005,1,1
2571545,4,Stuyvesant Town/Turtle Bay,White,2005,3,2
535000,3,Morningside Heights/Hamilton Heights,White,2005,4,1
300000,1,Greenwich Village/Financial District,White,2005,2,0
650000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
1000000,1,Upper East Side,Others,2005,4,0
400000,3,Chelsea/Clinton/Midtown,Hispanic,2005,5,1
875000,4,Greenwich Village/Financial District,White,2005,5,4
250000,2,Washington Heights/Inwood,Black,2005,2,1
1000000,3,Upper East Side,White,2005,4,2
200000,3,Upper East Side,White,2005,4,1
950000,1,Upper West Side,White,2005,5,1
290000,1,Upper West Side,White,2005,4,0
900000,2,Greenwich Village/Financial District,White,2005,5,2
700000,2,Upper East Side,White,2005,3,1
2571545,3,Upper East Side,White,2005,5,2
1000000,4,Upper West Side,White,2005,5,1
800000,2,Stuyvesant Town/Turtle Bay,Others,2005,3,1
325000,1,Chelsea/Clinton/Midtown,White,2005,4,0
175000,1,Chelsea/Clinton/Midtown,White,2005,3,0
500000,2,Upper West Side,Black,2005,4,1
2571545,5,Upper West Side,White,2005,5,3
415000,2,Chelsea/Clinton/Midtown,White,2005,4,1
2571545,3,Greenwich Village/Financial District,White,2005,5,1
300000,4,Washington Heights/Inwood,Hispanic,2005,2,1
2571545,2,Chelsea/Clinton/Midtown,White,2005,5,1
280000,1,Upper East Side,Others,2005,3,0
500000,1,Chelsea/Clinton/Midtown,White,2005,4,0
1200000,3,Greenwich Village/Financial District,White,2005,4,2
99000,1,Upper East Side,White,2005,3,1
800000,3,Upper West Side,White,2005,5,1
700000,3,Upper West Side,White,2005,3,2
1300000,3,Upper East Side,White,2005,4,2
50000,3,Central Harlem,White,2005,5,0
270000,1,Upper West Side,White,2005,1,0
2571545,2,Upper East Side,White,2005,5,3
450000,2,Stuyvesant Town/Turtle Bay,White,2005,1,1
300000,3,Central Harlem,Black,2005,2,3
450000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
200000,2,Washington Heights/Inwood,White,2005,3,1
2571545,2,Upper West Side,White,2005,4,2
600000,3,Upper East Side,White,2005,5,1
1000000,5,Central Harlem,White,2005,5,3
2571545,4,Upper West Side,White,2005,5,4
275000,1,Greenwich Village/Financial District,White,2005,3,0
175000,2,Upper West Side,White,2005,3,1
800000,2,Upper West Side,White,2005,4,1
1000000,2,Upper East Side,White,2005,3,1
125000,3,East Harlem,Hispanic,2005,4,1
5000,2,Washington Heights/Inwood,White,2005,5,1
450000,2,Lower East Side/Chinatown,White,2005,5,1
2571545,6,Upper East Side,White,2005,5,2
800000,2,Stuyvesant Town/Turtle Bay,White,2005,2,1
500000,2,Upper East Side,White,2005,3,1
600000,3,Upper East Side,White,2005,5,1
600000,3,Upper East Side,White,2005,5,1
500000,2,Greenwich Village/Financial District,White,2005,4,1
400000,1,Upper West Side,White,2005,1,0
2571545,4,Upper East Side,White,2005,1,3
1000000,3,Upper West Side,White,2005,1,1
200000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
600000,3,Upper East Side,White,2005,4,1
450000,2,Upper East Side,White,2005,4,2
600000,2,Upper East Side,White,2005,5,1
400000,2,Upper East Side,White,2005,4,1
300000,2,Chelsea/Clinton/Midtown,White,2005,1,1
400000,3,Morningside Heights/Hamilton Heights,Black,2005,4,2
2571545,2,Chelsea/Clinton/Midtown,White,2005,5,0
2571545,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
500000,4,Central Harlem,Black,2005,4,1
800000,4,Lower East Side/Chinatown,White,2005,4,2
390000,1,Greenwich Village/Financial District,White,2005,3,0
350000,3,Stuyvesant Town/Turtle Bay,White,2005,4,1
400000,2,Lower East Side/Chinatown,White,2005,3,1
1000000,3,Upper East Side,White,2005,2,2
950000,3,Upper East Side,White,2005,5,3
300000,2,Greenwich Village/Financial District,White,2005,3,1
350000,2,Upper East Side,White,2005,2,1
500000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
300000,2,Washington Heights/Inwood,White,2005,3,2
300000,4,Lower East Side/Chinatown,Others,2005,2,1
390000,2,Greenwich Village/Financial District,Black,2005,2,0
2571545,3,Stuyvesant Town/Turtle Bay,Hispanic,2005,5,3
10000,2,Chelsea/Clinton/Midtown,White,2005,2,1
500000,3,Upper East Side,White,2005,5,1
130000,2,Washington Heights/Inwood,White,2005,4,1
300000,2,Lower East Side/Chinatown,White,2005,2,1
1200000,3,Upper East Side,White,2005,5,3
650000,2,Greenwich Village/Financial District,White,2005,3,2
250000,1,Stuyvesant Town/Turtle Bay,White,2005,5,0
200000,2,Stuyvesant Town/Turtle Bay,White,2005,1,0
325000,2,Lower East Side/Chinatown,White,2005,3,1
189000,3,East Harlem,Black,2005,1,1
2571545,3,Greenwich Village/Financial District,White,2005,5,1
500000,2,Upper East Side,White,2005,5,2
350000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
579000,2,Greenwich Village/Financial District,White,2005,5,1
17000,2,Chelsea/Clinton/Midtown,White,2005,3,2
2571545,4,Upper West Side,White,2005,5,1
500000,5,Morningside Heights/Hamilton Heights,Hispanic,2005,5,1
300000,3,Washington Heights/Inwood,White,2005,2,1
200000,3,Upper West Side,White,2005,2,2
200000,2,Upper East Side,White,2005,3,1
500000,2,Greenwich Village/Financial District,Hispanic,2005,3,1
350000,2,Stuyvesant Town/Turtle Bay,White,2005,3,1
415000,1,Stuyvesant Town/Turtle Bay,Others,2005,4,0
400000,2,Chelsea/Clinton/Midtown,White,2005,3,1
300000,3,Lower East Side/Chinatown,Others,2005,3,1
10000,2,East Harlem,Hispanic,2005,2,1
1200000,3,Stuyvesant Town/Turtle Bay,White,2005,3,1
550000,2,Stuyvesant Town/Turtle Bay,Others,2005,4,1
2571545,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
850000,4,Stuyvesant Town/Turtle Bay,White,2005,5,3
850000,1,Stuyvesant Town/Turtle Bay,White,2005,5,0
2571545,2,Chelsea/Clinton/Midtown,White,2005,2,2
400000,2,Upper West Side,White,2005,2,1
2571545,2,Stuyvesant Town/Turtle Bay,White,2005,2,1
750000,4,Upper East Side,Hispanic,2005,4,4
450000,2,Chelsea/Clinton/Midtown,White,2005,2,1
1000000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
275000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0
450000,2,Stuyvesant Town/Turtle Bay,Hispanic,2005,4,2
600000,3,Greenwich Village/Financial District,White,2005,4,0
2571545,3,Upper West Side,White,2005,5,2
2571545,3,Upper West Side,White,2005,5,2
450000,1,Upper East Side,White,2005,2,0
400000,3,Lower East Side/Chinatown,White,2005,4,3
200000,2,Washington Heights/Inwood,Hispanic,2005,5,1
1300000,3,Greenwich Village/Financial District,White,2005,5,1
1200000,5,Upper West Side,White,2005,5,3
1100000,5,Upper East Side,Hispanic,2005,5,2
100000,4,Morningside Heights/Hamilton Heights,Black,2005,2,2
600000,3,Upper East Side,White,2005,5,2
800000,3,Greenwich Village/Financial District,Others,2005,4,0
1100000,5,Upper East Side,White,2005,2,3
2571545,4,Upper West Side,White,2005,5,1
185000,4,Morningside Heights/Hamilton Heights,White,2005,3,2
2571545,4,Stuyvesant Town/Turtle Bay,White,2005,5,3
189000,3,East Harlem,Black,2005,2,1
2571545,4,Upper West Side,White,2005,1,3
300000,3,Washington Heights/Inwood,White,2005,4,1
600000,2,Stuyvesant Town/Turtle Bay,White,2005,5,2
650000,2,Lower East Side/Chinatown,White,2005,4,0
2571545,3,Upper West Side,White,2005,4,2
125000,4,Washington Heights/Inwood,White,2005,1,2
1000000,3,Upper West Side,White,2005,4,2
300000,4,Morningside Heights/Hamilton Heights,Others,2005,3,2
550000,3,Upper East Side,White,2005,4,1
200000,1,Upper East Side,Black,2005,1,0
200000,2,Upper West Side,Others,2005,2,0
600000,2,Chelsea/Clinton/Midtown,White,2005,2,2
1000000,3,Greenwich Village/Financial District,White,2005,5,2
450000,3,Lower East Side/Chinatown,White,2005,3,1
600000,3,Upper East Side,White,2005,4,2
200000,2,Chelsea/Clinton/Midtown,White,2005,2,1
6500,2,Central Harlem,Black,2005,3,2
150000,2,Chelsea/Clinton/Midtown,Others,2005,3,1
150000,2,Chelsea/Clinton/Midtown,Hispanic,2005,5,1
550000,2,Chelsea/Clinton/Midtown,White,2005,5,2
500000,4,Upper East Side,Others,2005,5,1
1200000,4,Stuyvesant Town/Turtle Bay,White,2005,5,1
750000,3,Upper East Side,White,2005,4,1
300000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0
2571545,3,Upper East Side,White,2005,4,3
1000000,3,Upper West Side,White,2005,4,3
15000,4,Morningside Heights/Hamilton Heights,Black,2005,4,1
500000,2,Greenwich Village/Financial District,White,2005,3,1
6500,3,Central Harlem,Black,2005,4,0
1200000,3,Upper West Side,White,2005,5,1
500000,4,Morningside Heights/Hamilton Heights,Hispanic,2005,2,1
800000,3,Upper West Side,White,2005,5,1
10000,3,Washington Heights/Inwood,Hispanic,2005,2,1
500000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
250000,2,Lower East Side/Chinatown,White,2005,1,1
600000,1,Upper East Side,White,2005,4,0
550000,2,Chelsea/Clinton/Midtown,White,2005,5,1
400000,3,Upper East Side,White,2005,4,2
900000,4,Greenwich Village/Financial District,White,2005,5,1
350000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1
580000,2,Upper East Side,White,2005,3,1
1000000,3,Greenwich Village/Financial District,White,2005,3,2
325000,2,Chelsea/Clinton/Midtown,Others,2005,2,1
22000,2,Upper East Side,White,2005,4,1
400000,3,Upper East Side,White,2005,4,2
1000000,3,Upper West Side,White,2005,5,4
550000,2,Upper East Side,White,2005,5,1
500000,3,Stuyvesant Town/Turtle Bay,White,2005,4,1
2571545,3,Greenwich Village/Financial District,White,2005,5,0
600000,2,Upper East Side,White,2005,5,2
500000,2,Upper East Side,White,2005,4,1
300000,3,Washington Heights/Inwood,White,2005,3,3
1000000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
1000000,3,Upper West Side,White,2005,4,3
450000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1
450000,1,Stuyvesant Town/Turtle Bay,White,2005,2,0
500000,2,Greenwich Village/Financial District,White,2005,4,1
160000,2,Stuyvesant Town/Turtle Bay,Others,2005,4,1
2571545,2,Stuyvesant Town/Turtle Bay,White,2005,4,1
275000,1,Greenwich Village/Financial District,White,2005,1,0
1000000,2,Upper West Side,White,2005,3,1
390000,2,Greenwich Village/Financial District,Black,2005,2,0
1000000,1,East Harlem,Hispanic,2005,1,1
4100,2,Lower East Side/Chinatown,White,2005,2,1
289000,2,Washington Heights/Inwood,White,2005,4,2
400000,3,Upper West Side,White,2005,5,2
350000,1,Upper West Side,White,2005,2,0
23000,3,Upper East Side,White,2005,3,1
2571545,4,Upper East Side,White,2005,4,4
580000,2,Upper East Side,White,2005,5,1
2571545,1,Upper East Side,White,2005,1,0
250000,2,Upper West Side,White,2005,3,0
180000,2,Washington Heights/Inwood,White,2005,4,1
425000,2,Greenwich Village/Financial District,White,2005,4,1
100000,2,Morningside Heights/Hamilton Heights,Black,2005,3,1
600000,3,Lower East Side/Chinatown,White,2005,5,1
600000,1,Stuyvesant Town/Turtle Bay,White,2005,1,2
350000,2,Washington Heights/Inwood,White,2005,3,2
300000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0
200000,2,Chelsea/Clinton/Midtown,Hispanic,2005,1,0
1000000,3,Upper East Side,White,2005,4,2
500000,5,Morningside Heights/Hamilton Heights,Hispanic,2005,1,1
200000,1,Chelsea/Clinton/Midtown,White,2005,5,0
350000,2,Upper East Side,White,2005,5,1
1000000,3,Upper West Side,White,2005,2,1
600000,2,Upper West Side,White,2005,5,1
2571545,3,Upper East Side,White,2005,5,4
1100000,2,Upper East Side,White,2005,5,1
150000,3,Chelsea/Clinton/Midtown,Hispanic,2005,1,1
8000,2,Lower East Side/Chinatown,White,2005,3,1
75000,3,Upper East Side,White,2005,3,1
500000,3,Upper East Side,Others,2005,3,1
225000,1,Upper East Side,White,2005,1,0
500000,3,Upper East Side,White,2005,3,2
2571545,3,Upper East Side,White,2005,5,4
1000000,4,Central Harlem,Black,2005,5,4
2571545,4,Upper East Side,White,2005,4,4
250000,3,Upper West Side,Black,2005,4,1
2571545,4,Upper East Side,White,2005,5,3
400000,1,Stuyvesant Town/Turtle Bay,White,2005,5,1
1000000,4,Lower East Side/Chinatown,Hispanic,2005,4,1
800000,4,Stuyvesant Town/Turtle Bay,White,2005,5,4
1200000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
2571545,5,Greenwich Village/Financial District,White,2005,5,1
2571545,4,Upper West Side,White,2005,5,3
2571545,4,Upper East Side,White,2005,5,4
800000,4,Morningside Heights/Hamilton Heights,Hispanic,2005,4,4
600000,1,Greenwich Village/Financial District,White,2005,4,1
500000,2,Stuyvesant Town/Turtle Bay,White,2005,1,1
50000,3,Central Harlem,White,2005,3,1
600000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1
1000000,2,Upper West Side,White,2005,3,0
15000,3,Stuyvesant Town/Turtle Bay,White,2005,4,2
500000,3,Washington Heights/Inwood,White,2005,3,2
400000,1,Stuyvesant Town/Turtle Bay,Black,2005,3,0
2571545,1,Stuyvesant Town/Turtle Bay,White,2005,3,1
2571545,2,Greenwich Village/Financial District,White,2005,5,1
380000,3,Greenwich Village/Financial District,White,2005,5,2
500000,2,Upper West Side,White,2005,5,1
800000,3,Upper West Side,White,2005,3,2
900000,4,Stuyvesant Town/Turtle Bay,White,2005,1,1
200000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
385000,3,Washington Heights/Inwood,Black,2005,3,1
2571545,3,Upper East Side,White,2005,5,3
300000,2,Upper East Side,White,2005,5,0
600000,2,Upper East Side,White,2005,5,1
2571545,2,Upper East Side,White,2005,5,1
250000,3,Washington Heights/Inwood,White,2005,3,2
480000,2,Chelsea/Clinton/Midtown,White,2005,4,1
850000,2,Stuyvesant Town/Turtle Bay,White,2005,2,1
400000,2,Chelsea/Clinton/Midtown,White,2005,3,0
400000,2,Central Harlem,White,2005,3,1
1000000,2,Upper East Side,White,2005,4,1
600000,2,Upper West Side,White,2005,5,1
700000,4,Upper West Side,Others,2005,5,1
250000,3,Central Harlem,Black,2005,2,1
10000,2,East Harlem,Black,2005,2,1
600000,1,Greenwich Village/Financial District,Hispanic,2005,2,1
750000,2,Upper East Side,White,2005,5,1
300000,2,Chelsea/Clinton/Midtown,White,2005,1,0
180000,2,Lower East Side/Chinatown,Others,2005,3,1
395000,2,Chelsea/Clinton/Midtown,White,2005,5,1
200000,3,Washington Heights/Inwood,White,2005,2,2
250000,3,Washington Heights/Inwood,White,2005,3,1
800000,3,Stuyvesant Town/Turtle Bay,Hispanic,2005,5,1
2571545,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
1000000,5,Upper East Side,White,2005,2,3
400000,2,Upper West Side,Others,2005,3,1
600000,2,Lower East Side/Chinatown,White,2005,4,1
300000,3,Lower East Side/Chinatown,Hispanic,2005,2,2
450000,2,Upper East Side,White,2005,3,1
400000,2,Upper West Side,White,2005,4,2
1000000,5,Upper West Side,White,2005,5,2
650000,2,Upper East Side,White,2005,3,1
2571545,2,Stuyvesant Town/Turtle Bay,White,2005,2,1
200000,3,Upper East Side,White,2005,2,1
700000,4,Lower East Side/Chinatown,White,2005,2,1
600000,3,Upper East Side,White,2005,5,1
500000,1,Greenwich Village/Financial District,White,2005,5,0
400000,2,Lower East Side/Chinatown,White,2005,4,1
650000,3,Upper East Side,White,2005,3,1
1300000,3,Upper East Side,White,2005,5,3
350000,1,Stuyvesant Town/Turtle Bay,White,2005,2,0
1000000,3,Upper West Side,White,2005,1,0
200000,2,Upper East Side,White,2005,2,0
300000,3,Central Harlem,Black,2005,4,1
500000,5,Morningside Heights/Hamilton Heights,Hispanic,2005,4,1
300000,2,Central Harlem,Hispanic,2005,3,1
200000,4,Stuyvesant Town/Turtle Bay,White,2005,5,1
2571545,2,Upper East Side,White,2005,5,1
700000,3,Chelsea/Clinton/Midtown,White,2005,2,4
1250000,3,Upper East Side,White,2005,3,1
900000,3,Stuyvesant Town/Turtle Bay,White,2005,4,1
600000,2,Lower East Side/Chinatown,White,2005,3,0
200000,2,Stuyvesant Town/Turtle Bay,Others,2005,4,1
2571545,3,Upper West Side,White,2005,5,2
2571545,2,Upper East Side,White,2005,5,1
350000,2,Lower East Side/Chinatown,White,2005,2,1
2571545,5,Upper East Side,White,2005,3,2
15000,2,East Harlem,Black,2005,1,2
1000000,3,Chelsea/Clinton/Midtown,White,2005,5,1
1000000,3,Upper East Side,White,2005,5,1
500000,2,Chelsea/Clinton/Midtown,White,2005,2,0
2571545,5,Stuyvesant Town/Turtle Bay,White,2005,4,3
275000,2,Upper West Side,White,2005,4,1
2571545,4,Stuyvesant Town/Turtle Bay,White,2005,4,2
1000000,3,Upper West Side,Others,2005,5,2
2571545,7,Greenwich Village/Financial District,White,2005,4,1
415000,2,Stuyvesant Town/Turtle Bay,Others,2005,4,1
650000,3,Upper East Side,White,2005,3,1
380000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1
2571545,3,Chelsea/Clinton/Midtown,White,2005,3,2
2571545,3,Upper East Side,White,2005,5,1
250000,1,Greenwich Village/Financial District,White,2005,3,1
400000,3,Central Harlem,Black,2005,4,1
2571545,7,Upper East Side,White,2005,5,1
380000,3,Central Harlem,Black,2005,4,1
2571545,3,Upper East Side,White,2005,5,2
700000,3,East Harlem,Others,2005,4,1
520000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1
290000,2,Washington Heights/Inwood,White,2005,4,2
800000,3,Upper West Side,White,2005,4,2
600000,2,Upper East Side,White,2005,5,1
189000,3,East Harlem,Hispanic,2005,3,1
