value,bdrms,non_bdrms,subboroughcode,race,income_tile,year
600000,2,2,4,1,1,2014
5851008,5,3,5,1,3,2014
300000,4,1,8,2,3,2014
1500000,3,2,5,3,3,2014
250000,1,0,3,1,1,2014
1500000,3,2,5,1,1,2014
600000,2,1,5,1,1,2014
70000,2,1,3,1,3,2014
2000000,5,1,5,1,1,2014
550000,2,1,4,1,1,2014
5851008,3,4,6,1,3,2014
80000,3,1,5,2,3,2014
1263000,3,1,6,1,1,2014
1007000,3,1,1,4,1,2014
2500000,2,4,5,1,3,2014
5851008,5,2,5,1,3,2014
425000,3,3,5,1,3,2014
2000000,3,0,6,3,3,2014
650000,2,0,6,4,3,2014
750000,4,1,10,1,3,2014
1500000,3,0,1,1,1,2014
1500000,3,2,6,1,3,2014
9999999,2,1,4,1,1,2014
5851008,3,2,7,2,1,2014
800000,3,1,5,1,1,2014
600000,2,1,4,1,3,2014
3000000,4,3,5,1,3,2014
550000,3,0,8,2,3,2014
2000000,3,3,5,3,1,2014
1000000,3,2,4,1,3,2014
675000,2,1,4,1,1,2014
50000,3,1,3,3,3,2014
755000,2,1,1,2,1,2014
900000,2,0,3,1,3,2014
700000,2,1,7,1,3,2014
550000,2,1,3,1,1,2014
3350000,5,1,5,1,3,2014
5851008,3,0,1,1,1,2014
2000000,3,0,4,1,3,2014
80025,2,1,3,1,1,2014
600000,2,1,5,4,1,2014
5851008,5,3,6,1,3,2014
2500000,4,1,4,1,3,2014
900000,3,1,6,1,3,2014
525000,2,1,2,4,1,2014
750000,2,0,2,3,3,2014
550000,2,0,3,1,1,2014
450000,4,2,10,3,1,2014
1200000,3,3,5,1,1,2014
700000,2,1,1,1,1,2014
750000,4,1,6,1,3,2014
420000,2,1,2,1,3,2014
706877,2,1,6,1,3,2014
500000,1,0,3,1,1,2014
5851008,4,1,6,1,3,2014
495000,2,1,4,1,3,2014
1000000,4,4,5,1,3,2014
1200000,3,1,5,1,3,2014
25000,3,1,1,1,3,2014
2000000,3,1,3,1,3,2014
600000,2,0,6,1,1,2014
500000,2,1,6,1,1,2014
5851008,4,4,9,1,3,2014
5851008,3,2,3,1,3,2014
1600000,3,1,5,1,1,2014
5851008,4,3,5,1,1,2014
2000000,4,2,3,1,1,2014
1500000,3,2,5,1,1,2014
100000,3,1,10,2,3,2014
3000000,4,4,9,1,1,2014
680000,3,1,6,3,1,2014
300000,4,1,8,2,3,2014
65000,3,1,7,2,1,2014
1500000,2,1,3,1,3,2014
650000,2,1,2,1,3,2014
750000,2,1,1,1,3,2014
600000,2,2,5,1,1,2014
315000,1,0,4,3,1,2014
2500000,2,0,6,4,3,2014
900000,2,1,6,1,1,2014
900000,2,1,4,2,3,2014
100000,3,3,2,1,1,2014
100000,3,1,2,1,3,2014
600000,2,0,4,1,1,2014
625000,2,1,3,1,1,2014
700000,3,0,3,1,3,2014
775000,2,1,6,1,1,2014
1000000,3,1,6,1,1,2014
1800000,3,1,5,1,1,2014
600000,5,3,5,1,1,2014
5851008,3,2,6,1,1,2014
440000,2,1,5,1,1,2014
500000,2,1,2,3,3,2014
9999999,3,1,10,3,3,2014
675000,3,1,4,1,3,2014
9999999,1,0,7,3,3,2014
840000,2,1,6,1,3,2014
950000,3,1,4,1,3,2014
1000000,2,2,5,1,1,2014
900000,4,1,2,4,1,2014
2000000,3,2,4,1,3,2014
1200000,3,1,5,1,1,2014
200000,2,1,3,1,3,2014
700000,1,0,4,1,1,2014
500000,2,1,4,1,3,2014
1500000,4,2,1,1,3,2014
512000,3,1,10,1,1,2014
550000,2,1,3,1,1,2014
431100,3,1,4,1,1,2014
1200000,3,0,1,1,3,2014
900000,3,1,3,1,3,2014
700000,2,0,5,1,1,2014
995000,2,1,6,3,3,2014
2500000,4,2,5,4,3,2014
5851008,4,1,1,1,1,2014
450000,1,0,1,1,1,2014
6000,3,1,2,1,3,2014
1300000,3,0,5,4,1,2014
9999999,3,1,8,2,1,2014
1000000,3,1,6,1,1,2014
1000000,3,0,5,1,1,2014
120000,3,1,7,2,3,2014
900000,2,1,5,1,3,2014
700000,2,2,1,1,1,2014
700000,2,0,5,1,1,2014
5851008,4,1,5,2,1,2014
300000,3,1,10,3,3,2014
600000,2,1,6,1,3,2014
5851008,2,1,1,1,1,2014
1400000,3,2,5,1,1,2014
550000,3,1,2,1,3,2014
60000,3,1,9,2,1,2014
1000000,3,1,5,1,1,2014
1700000,3,2,5,1,1,2014
400000,4,2,3,1,3,2014
850000,3,1,5,1,3,2014
435000,2,1,4,1,1,2014
1800000,4,1,9,1,1,2014
700000,2,0,4,4,3,2014
5851008,5,1,5,4,3,2014
1200000,1,0,6,1,1,2014
550000,2,0,2,1,3,2014
350000,2,0,4,3,3,2014
470000,1,0,3,1,1,2014
2300000,3,1,6,1,3,2014
950000,3,1,5,1,3,2014
5851008,3,3,6,1,1,2014
1650000,2,0,3,1,1,2014
200000,4,1,8,2,1,2014
800000,2,1,6,1,1,2014
1750000,5,2,5,1,3,2014
825000,2,2,1,4,1,2014
925000,3,0,3,4,3,2014
22000,3,1,8,2,3,2014
750000,2,1,6,4,1,2014
700000,2,1,1,1,3,2014
9999999,3,1,10,3,1,2014
1500000,3,3,4,1,3,2014
680000,3,0,8,4,1,2014
900000,2,1,6,1,3,2014
900000,2,1,6,1,3,2014
400000,1,0,4,1,3,2014
1000500,3,1,1,4,1,2014
1700000,3,2,9,1,3,2014
500000,4,2,10,1,1,2014
1500000,2,2,5,1,1,2014
1800000,3,1,4,1,1,2014
5851008,5,3,5,1,3,2014
5851008,3,2,5,1,1,2014
400000,3,1,5,1,3,2014
735000,2,1,5,1,1,2014
750000,3,1,6,1,1,2014
325000,1,0,4,1,1,2014
1750000,4,4,1,1,3,2014
1000000,2,2,6,1,3,2014
24972,2,1,1,4,3,2014
1000000,3,1,6,1,3,2014
1700000,3,0,3,1,1,2014
1500000,3,1,2,1,3,2014
600000,2,1,4,1,1,2014
800000,3,1,6,1,1,2014
700000,4,1,8,1,1,2014
750000,3,1,10,1,3,2014
600000,3,1,1,4,1,2014
2100000,4,2,6,1,3,2014
925000,3,1,4,1,3,2014
1200000,3,3,6,1,3,2014
1500000,5,2,1,4,3,2014
3000000,3,2,6,1,3,2014
1800000,2,0,3,1,1,2014
850000,4,1,4,1,3,2014
618000,1,0,3,1,1,2014
600000,4,3,6,1,3,2014
100000,2,0,3,1,3,2014
480000,2,0,5,1,1,2014
2000000,2,1,6,1,1,2014
2000000,2,1,1,1,3,2014
1500000,4,2,6,1,3,2014
900000,1,0,6,1,3,2014
650000,2,1,6,1,1,2014
600000,3,1,9,2,1,2014
9999999,3,2,5,1,3,2014
9999999,3,1,10,3,3,2014
600000,4,1,7,1,1,2014
1700000,3,2,5,1,1,2014
1000000,4,1,5,1,3,2014
200000,1,1,7,1,1,2014
5851008,5,1,6,1,3,2014
2000000,1,0,5,4,3,2014
500000,3,1,6,1,3,2014
1000000,3,1,6,1,1,2014
800000,2,1,1,1,1,2014
650000,3,1,4,1,3,2014
900000,4,0,3,1,1,2014
1000000,2,1,1,1,1,2014
400000,1,0,10,1,1,2014
470000,1,0,3,1,3,2014
600000,2,1,6,1,1,2014
525000,1,0,4,1,1,2014
800000,2,1,6,1,1,2014
450000,2,1,5,4,1,2014
5851008,3,1,6,1,3,2014
6000,4,2,2,1,1,2014
750000,4,1,1,1,3,2014
650000,2,1,4,4,3,2014
700000,1,0,3,3,1,2014
800000,4,1,10,1,1,2014
450000,2,2,1,1,3,2014
100000,3,1,2,4,3,2014
9999999,1,0,7,1,1,2014
700000,3,2,10,1,1,2017
300000,4,2,10,3,1,2017
3000000,4,3,1,1,1,2017
1200000,3,0,1,4,1,2017
1600000,3,2,1,1,3,2017
3000000,3,0,1,1,3,2017
1600000,3,1,1,1,3,2017
2000000,3,1,1,1,1,2017
2000000,2,1,1,1,3,2017
2000000,3,1,1,1,3,2017
1850000,2,1,1,1,1,2017
6387127,4,2,1,1,3,2017
1600000,4,2,1,1,3,2017
3950000,3,2,1,4,3,2017
6387127,6,2,1,1,3,2017
1800000,3,1,1,1,1,2017
20000,3,1,1,2,1,2017
10000,4,1,1,1,3,2017
2000000,3,1,1,4,1,2017
2000000,2,2,1,1,1,2017
6387127,4,2,1,4,3,2017
6387127,1,0,1,1,3,2017
800000,2,1,1,1,1,2017
6387127,5,1,1,1,3,2017
800000,2,3,1,1,3,2017
770000,3,1,1,1,3,2017
2100000,2,1,1,1,3,2017
2000000,1,0,1,1,3,2017
3000000,3,0,1,1,1,2017
3000000,3,3,1,1,1,2017
6387127,5,2,1,4,3,2017
6387127,4,0,1,4,3,2017
3000000,4,1,1,1,3,2017
3000000,3,1,1,1,3,2017
6387127,3,0,1,1,3,2017
3500000,1,0,1,1,1,2017
2800000,3,2,1,1,3,2017
6387127,4,1,1,1,3,2017
800000,1,1,1,1,3,2017
675000,1,0,1,1,3,2017
770000,2,1,1,1,3,2017
6387127,4,3,1,1,3,2017
1700000,3,1,1,4,1,2017
1300000,2,0,1,3,1,2017
1000000,2,1,1,1,1,2017
1000000,2,0,1,4,1,2017
850000,1,1,1,1,3,2017
1675000,3,2,1,1,3,2017
1100000,2,0,1,1,3,2017
2000000,3,0,1,3,3,2017
2000000,3,0,1,1,1,2017
2000000,3,0,1,1,1,2017
6387127,3,3,1,1,3,2017
1006000,3,1,1,4,1,2017
6387127,4,1,1,1,3,2017
6387127,4,2,1,1,3,2017
6387127,3,1,1,1,3,2017
6387127,3,1,1,1,3,2017
6387127,3,1,1,1,3,2017
475000,1,0,1,1,1,2017
1800000,3,1,1,1,3,2017
1200000,2,1,1,1,1,2017
1800000,2,1,1,1,3,2017
2000000,2,1,1,1,3,2017
9999999,2,0,1,1,3,2017
750000,3,3,1,1,3,2017
3000000,4,1,1,4,3,2017
1000000,3,1,1,1,3,2017
1300000,3,1,1,4,1,2017
925000,2,1,1,4,3,2017
1800000,3,0,1,4,1,2017
1000000,3,2,1,1,3,2017
600000,2,0,1,4,1,2017
760000,2,0,1,1,3,2017
2000000,4,1,1,1,3,2017
1200000,2,1,1,1,3,2017
2000000,2,1,1,1,3,2017
1500000,3,1,1,1,1,2017
6387127,3,2,1,1,1,2017
3000000,3,3,1,1,1,2017
9999999,2,1,1,3,3,2017
525000,1,0,1,1,1,2017
700000,2,1,1,4,3,2017
475000,3,1,1,1,3,2017
700000,3,1,1,1,3,2017
1250000,2,1,1,1,1,2017
340000,2,1,1,4,3,2017
800000,4,0,2,4,3,2017
600000,2,0,2,4,1,2017
650000,2,1,2,4,1,2017
500000,3,1,2,1,1,2017
800000,3,1,2,1,3,2017
1800000,5,3,2,4,1,2017
1200000,3,0,2,4,1,2017
1200000,4,3,2,4,3,2017
800000,2,1,2,1,1,2017
900000,3,1,2,1,3,2017
900000,4,2,2,1,3,2017
750000,3,2,2,3,3,2017
600000,2,1,2,1,3,2017
600000,2,1,2,1,3,2017
800000,3,1,2,1,3,2017
2000000,2,1,2,3,3,2017
30000,4,0,2,4,1,2017
4000,4,1,2,3,3,2017
450000,2,1,2,4,1,2017
400000,2,1,2,4,3,2017
700000,2,1,2,4,1,2017
4000,3,1,2,1,3,2017
4000,3,1,2,1,1,2017
80000,4,1,2,1,3,2017
500000,2,1,2,1,3,2017
1700000,3,3,2,3,1,2017
3000000,4,1,2,1,3,2017
6387127,4,3,2,1,1,2017
500000,3,1,2,4,3,2017
500000,2,0,2,1,1,2017
500000,3,1,2,3,1,2017
1750000,3,1,2,1,3,2017
1750000,2,1,2,1,3,2017
9999999,3,1,2,3,1,2017
595,3,1,2,2,1,2017
25000,3,1,2,4,1,2017
9999999,3,1,2,1,3,2017
9999999,3,1,2,4,1,2017
1000000,2,1,2,1,3,2017
1000000,2,1,3,1,3,2017
100000,3,1,3,1,1,2017
90000,2,1,3,1,1,2017
90000,3,1,3,1,3,2017
90000,2,0,3,3,3,2017
92000,2,1,3,1,1,2017
2000000,3,1,3,4,1,2017
800000,4,1,3,1,1,2017
140000,2,0,3,1,3,2017
80000,2,1,3,1,1,2017
750000,2,1,3,1,1,2017
1000000,3,1,3,1,3,2017
2100000,4,2,3,1,1,2017
1000000,2,1,3,3,1,2017
725000,2,0,3,1,3,2017
925000,2,1,3,1,1,2017
480000,2,0,3,1,3,2017
1500000,4,1,3,1,3,2017
1500000,3,0,3,1,3,2017
500000,4,0,3,1,3,2017
500000,2,1,3,1,3,2017
610000,1,0,3,4,3,2017
735000,1,1,3,1,3,2017
700000,1,1,3,1,3,2017
1800000,2,0,3,1,1,2017
1350000,1,0,3,1,3,2017
1900000,2,0,3,1,3,2017
1500000,2,1,3,1,3,2017
425000,2,0,3,1,3,2017
845000,1,1,3,3,3,2017
700000,3,1,3,1,3,2017
800000,2,1,3,1,3,2017
1000000,3,2,3,4,1,2017
500000,1,0,3,1,3,2017
1600000,2,1,3,1,3,2017
1100000,2,0,3,4,3,2017
2200000,4,0,3,1,3,2017
1000000,2,1,3,1,3,2017
2000000,3,2,3,1,3,2017
850000,2,1,3,3,1,2017
650000,2,1,3,1,1,2017
550000,2,1,3,1,1,2017
775000,2,1,3,1,1,2017
600000,2,0,3,1,1,2017
900000,2,0,3,1,1,2017
1000000,2,1,3,1,3,2017
405000,1,0,3,2,1,2017
1000000,3,1,3,4,1,2017
650000,2,1,3,1,3,2017
500000,1,0,3,1,3,2017
950000,2,1,3,1,1,2017
850000,2,1,3,1,1,2017
900000,1,0,3,1,1,2017
1001000,2,1,3,1,3,2017
1200000,2,1,3,1,3,2017
550000,1,1,3,1,3,2017
2500000,4,1,3,1,3,2017
1850000,3,0,3,1,1,2017
1400000,2,1,3,4,3,2017
400000,2,0,3,4,1,2017
425000,2,0,3,1,3,2017
750000,2,0,3,1,1,2017
750000,3,1,3,1,3,2017
500000,2,3,3,1,3,2017
500000,3,1,3,1,3,2017
1500000,3,1,3,1,3,2017
600000,2,0,3,4,3,2017
650000,2,0,3,1,1,2017
250000,1,0,3,1,1,2017
1700000,3,0,3,1,1,2017
1300000,3,0,3,1,3,2017
9999999,2,0,3,1,3,2017
9999999,2,0,3,1,3,2017
1300000,5,3,4,1,3,2017
2000000,3,2,4,1,1,2017
2000000,3,2,4,1,1,2017
1000000,2,1,4,1,3,2017
400000,1,0,4,4,1,2017
450000,1,1,4,1,3,2017
400000,2,1,4,1,3,2017
700000,2,1,4,1,1,2017
700000,2,1,4,4,3,2017
600000,2,1,4,4,3,2017
450000,2,1,4,1,1,2017
400000,1,0,4,4,1,2017
3000000,5,0,4,4,3,2017
400000,1,0,4,1,1,2017
25000,4,2,4,2,3,2017
25000,4,1,4,2,1,2017
25000,4,2,4,1,3,2017
120000,4,1,4,4,1,2017
6387127,3,5,4,1,3,2017
2200000,3,2,4,1,3,2017
6387127,3,4,4,1,1,2017
2340000,3,0,4,1,1,2017
500000,1,0,4,1,1,2017
500000,1,0,4,1,1,2017
750000,2,1,4,1,3,2017
3600000,4,1,4,1,3,2017
6387127,2,2,4,1,3,2017
1100000,3,2,4,1,1,2017
800000,2,1,4,1,1,2017
600000,2,0,4,1,3,2017
600000,3,1,4,1,3,2017
590000,2,1,4,1,1,2017
800000,3,1,4,1,3,2017
1000000,3,1,4,1,3,2017
1100000,3,1,4,1,3,2017
825000,1,0,4,1,3,2017
1000000,2,1,4,3,1,2017
425000,1,0,4,4,3,2017
290000,1,0,4,3,1,2017
640000,2,0,4,1,3,2017
700000,2,1,4,1,3,2017
675000,2,1,4,4,3,2017
9999999,3,3,4,3,1,2017
320000,1,0,4,4,1,2017
6387127,3,1,4,1,1,2017
1500000,4,0,4,1,1,2017
1100000,2,0,4,1,3,2017
600000,2,1,4,1,3,2017
625000,2,1,4,1,3,2017
1500000,3,0,4,1,3,2017
1500000,2,2,4,1,1,2017
715000,2,0,4,1,3,2017
2700000,3,1,4,1,3,2017
9999999,3,2,4,1,3,2017
9999999,2,1,4,1,3,2017
9999999,2,2,4,1,3,2017
625000,2,2,4,1,3,2017
1000000,2,2,4,1,3,2017
700000,2,2,4,4,1,2017
725000,1,0,4,1,3,2017
1000000,2,1,4,4,1,2017
2100000,3,4,4,1,3,2017
490000,1,0,4,1,3,2017
600000,2,1,4,1,3,2017
330000,1,0,4,4,3,2017
250000,2,1,4,1,1,2017
1300000,2,1,4,4,3,2017
2500000,3,1,4,4,3,2017
615000,2,0,4,1,3,2017
900000,3,0,4,2,1,2017
925000,2,0,4,1,3,2017
1500000,2,3,4,1,1,2017
650000,2,1,4,1,3,2017
400000,1,0,4,4,3,2017
650000,2,1,4,2,1,2017
260000,1,0,4,3,1,2017
600000,2,1,4,4,1,2017
1250000,2,2,4,1,3,2017
400000,4,1,4,1,3,2017
745000,2,1,4,1,1,2017
750000,3,1,4,1,3,2017
750000,2,1,4,1,3,2017
1100000,2,1,4,4,1,2017
3000000,4,1,4,1,3,2017
172212,3,1,4,1,3,2017
2600000,3,1,4,4,3,2017
400000,2,1,4,1,3,2017
750000,2,1,4,1,3,2017
750000,3,2,4,1,1,2017
625000,2,1,4,1,3,2017
400000,1,0,4,1,1,2017
550000,2,0,4,1,1,2017
520000,2,0,4,1,3,2017
1100000,2,1,4,4,3,2017
9999999,3,0,4,2,3,2017
1200000,3,1,5,1,3,2017
1000000,3,1,5,1,3,2017
950000,4,0,5,1,3,2017
1000000,3,1,5,1,1,2017
400000,4,0,5,1,3,2017
800000,2,1,5,1,3,2017
1000000,2,1,5,1,3,2017
1000000,3,1,5,1,1,2017
560000,1,0,5,1,1,2017
560000,3,0,5,1,3,2017
590000,2,0,5,4,3,2017
2000000,3,1,5,1,3,2017
2000000,4,4,5,1,3,2017
1756000,5,3,5,1,3,2017
6387127,4,2,5,1,1,2017
1000000,3,1,5,1,3,2017
700000,2,1,5,1,1,2017
2000000,3,2,5,1,3,2017
1500000,2,0,5,1,3,2017
1400000,3,2,5,1,3,2017
700000,2,1,5,4,1,2017
515000,1,1,5,1,1,2017
1500000,3,2,5,1,1,2017
800000,2,1,5,1,1,2017
6387127,5,3,5,1,1,2017
2750000,4,4,5,1,1,2017
6387127,5,3,5,1,3,2017
800000,2,1,5,1,3,2017
500000,2,1,5,1,1,2017
600000,2,0,5,1,3,2017
1000000,3,0,5,1,3,2017
1800000,3,1,5,1,3,2017
1800000,1,0,5,4,1,2017
350000,2,0,5,1,3,2017
1800000,3,2,5,1,3,2017
999000,2,1,5,1,3,2017
2000000,4,3,5,1,3,2017
150000,1,0,5,1,1,2017
6387127,4,3,5,1,3,2017
500000,4,2,5,1,3,2017
500000,3,1,5,1,3,2017
500000,5,2,5,1,3,2017
6387127,5,3,5,4,1,2017
3000000,5,3,5,3,3,2017
800000,2,0,5,1,3,2017
250000,2,1,5,4,1,2017
500000,2,1,5,1,1,2017
6387127,3,1,5,1,1,2017
3500000,5,3,5,1,1,2017
3500000,3,1,5,1,1,2017
1700000,4,1,5,1,3,2017
850000,3,0,5,1,3,2017
850000,3,0,5,1,3,2017
2100000,4,0,5,4,3,2017
9999999,3,1,5,1,1,2017
2000000,3,1,5,1,1,2017
2000000,3,1,5,1,1,2017
1700000,3,1,5,1,1,2017
1000000,2,0,5,4,1,2017
1500000,3,1,5,1,3,2017
1200000,2,1,5,1,3,2017
1200000,2,1,5,1,3,2017
1200000,1,0,5,1,3,2017
1700000,3,1,5,1,3,2017
800000,2,2,5,1,1,2017
950000,2,2,5,1,1,2017
1400000,2,1,5,1,3,2017
2000000,4,2,5,1,3,2017
3500000,3,1,5,1,3,2017
6387127,3,1,5,1,3,2017
625000,2,1,5,1,3,2017
1000000,3,1,5,1,1,2017
850000,3,0,5,1,3,2017
580000,2,0,5,1,3,2017
9999999,2,1,5,3,1,2017
1200000,3,1,5,1,1,2017
1700000,3,2,5,3,3,2017
1400000,3,2,5,1,3,2017
1200000,2,1,5,1,3,2017
6387127,4,2,5,1,3,2017
1200000,3,1,5,1,1,2017
2100000,3,2,5,1,1,2017
9999999,3,1,5,1,1,2017
550000,2,1,5,1,1,2017
1000000,3,1,5,1,3,2017
500000,2,0,5,1,3,2017
500000,3,0,5,1,3,2017
950000,3,0,5,1,3,2017
650000,2,0,5,1,1,2017
650000,1,0,5,1,3,2017
515000,1,1,5,1,3,2017
900000,1,0,5,1,3,2017
2300000,3,1,5,1,3,2017
3900000,5,1,5,1,1,2017
9999999,4,2,5,1,3,2017
1400000,3,1,5,1,1,2017
6387127,4,3,5,1,3,2017
3500000,4,2,5,1,1,2017
2560000,4,1,5,1,3,2017
2000000,3,1,5,1,1,2017
1900000,3,1,5,1,1,2017
1500000,2,1,5,1,3,2017
2000000,3,0,5,1,1,2017
600000,3,1,5,1,1,2017
600000,2,1,5,1,1,2017
1000000,2,2,5,1,1,2017
2000000,3,3,5,1,1,2017
9999999,3,1,5,3,1,2017
6387127,3,5,5,1,1,2017
6387127,5,3,5,1,1,2017
800000,2,0,5,1,1,2017
710000,2,0,5,1,3,2017
6387127,4,3,5,1,1,2017
6387127,4,3,5,1,3,2017
2200000,4,1,5,1,1,2017
2000000,4,3,5,1,3,2017
9999999,2,2,5,1,1,2017
6387127,7,1,5,1,1,2017
6387127,5,3,5,1,3,2017
1350000,3,1,5,1,1,2017
450000,3,1,5,1,3,2017
1300000,2,1,5,1,3,2017
170000,3,1,5,1,3,2017
6387127,3,1,5,1,3,2017
520000,2,1,5,1,3,2017
300000,3,1,5,1,1,2017
9999999,1,0,5,3,1,2017
450000,2,2,5,1,1,2017
1200000,4,0,5,1,3,2017
400000,1,0,5,1,1,2017
6387127,6,2,5,1,3,2017
750000,3,2,5,2,1,2017
750000,3,2,5,3,1,2017
1000000,3,2,5,3,3,2017
415000,3,2,5,3,1,2017
3000000,4,1,5,1,3,2017
3000000,4,1,5,4,3,2017
2000000,2,1,5,1,3,2017
9999999,3,1,5,1,3,2017
1500000,3,2,6,1,3,2017
600000,2,1,6,1,1,2017
800000,2,1,6,1,3,2017
625000,2,1,6,1,3,2017
1200000,3,1,6,4,3,2017
1200000,2,2,6,1,1,2017
2100000,3,2,6,1,1,2017
2500000,3,2,6,1,3,2017
1400000,3,2,6,1,3,2017
1000000,2,1,6,1,3,2017
2800000,5,2,6,1,1,2017
6387127,4,4,6,1,1,2017
6387127,7,1,6,1,3,2017
6387127,3,3,6,1,3,2017
6387127,5,3,6,1,3,2017
6387127,5,3,6,1,3,2017
2000000,4,1,6,1,1,2017
3000000,4,3,6,1,3,2017
429000,3,1,6,1,1,2017
800000,3,1,6,1,1,2017
1000000,3,1,6,1,1,2017
3000000,4,2,6,4,3,2017
2800000,3,2,6,1,1,2017
6387127,4,1,6,1,1,2017
6387127,4,2,6,1,1,2017
2900000,3,1,6,1,3,2017
3500000,3,1,6,1,3,2017
6387127,5,3,6,1,3,2017
3750000,3,1,6,1,3,2017
3500000,3,1,6,1,3,2017
1200000,2,1,6,1,3,2017
870000,2,1,6,1,1,2017
900000,2,1,6,1,1,2017
800000,2,1,6,1,1,2017
2500000,4,2,6,1,1,2017
200000,3,1,6,1,3,2017
200000,2,1,6,1,3,2017
900000,2,2,6,1,3,2017
715000,2,1,6,4,1,2017
6387127,5,2,6,1,3,2017
6387127,5,3,6,1,3,2017
550000,2,1,6,1,3,2017
1000000,2,2,6,1,1,2017
1500000,3,1,6,1,3,2017
1500000,2,1,6,1,3,2017
1500000,5,3,6,2,3,2017
9999999,1,0,6,1,3,2017
1000000,3,1,6,1,3,2017
1250000,3,2,6,1,1,2017
600000,2,1,6,1,3,2017
1400000,3,2,6,1,3,2017
1500000,3,1,6,1,3,2017
1000000,2,1,6,1,3,2017
800000,2,0,6,4,3,2017
9999999,5,1,6,1,3,2017
1200000,3,1,6,4,1,2017
400000,1,0,6,1,3,2017
1700000,4,2,6,1,3,2017
1000000,2,1,6,1,3,2017
2000000,4,2,6,1,3,2017
925000,1,0,6,3,3,2017
1400000,3,2,6,1,3,2017
2000000,3,2,6,1,3,2017
520000,3,0,6,1,1,2017
520000,1,1,6,1,1,2017
625000,2,2,6,4,1,2017
1700000,3,5,6,1,1,2017
615000,3,2,6,1,3,2017
1000000,3,2,6,1,1,2017
1250000,3,1,6,4,1,2017
850000,2,1,6,1,1,2017
850000,2,1,6,3,3,2017
2000000,2,1,6,3,3,2017
2000000,2,1,6,3,3,2017
2220000,2,1,6,1,1,2017
355000,1,0,6,1,1,2017
600000,2,1,6,1,3,2017
450000,2,0,6,1,1,2017
370000,2,0,6,1,1,2017
420000,2,0,6,1,1,2017
1400000,2,2,6,3,3,2017
6387127,2,2,6,2,3,2017
1500000,1,0,6,1,1,2017
1100000,2,2,6,1,3,2017
850000,3,2,6,1,1,2017
1200000,3,1,6,1,1,2017
1200000,3,1,6,4,3,2017
2000000,3,3,6,1,3,2017
1800000,3,1,6,3,3,2017
1500000,3,1,6,1,3,2017
550000,2,1,6,1,1,2017
1300000,3,1,6,1,3,2017
1200000,3,2,6,1,3,2017
750000,2,1,6,1,3,2017
1010000,2,2,6,1,1,2017
120000,2,1,6,1,1,2017
3300000,4,2,6,1,3,2017
1500000,4,1,6,4,3,2017
1000000,3,0,6,3,1,2017
1000000,2,1,6,4,3,2017
1200000,3,1,6,1,3,2017
1200000,2,0,6,1,3,2017
975000,3,1,6,1,1,2017
1425000,3,1,6,4,1,2017
3500000,5,3,6,1,3,2017
3750000,4,1,6,1,3,2017
2100000,3,1,6,1,1,2017
6387127,6,2,6,1,3,2017
6387127,3,2,6,1,3,2017
3000000,3,4,6,1,3,2017
450000,2,0,6,1,3,2017
425000,2,1,6,3,3,2017
425000,4,2,6,1,3,2017
1000000,2,2,6,1,3,2017
1400000,3,0,6,1,3,2017
1500000,3,1,6,1,3,2017
700000,2,1,6,1,1,2017
700000,2,1,6,1,3,2017
799000,2,1,6,1,1,2017
1400000,3,1,6,2,3,2017
900000,3,0,6,1,3,2017
900000,4,1,6,1,3,2017
6387127,4,4,6,1,1,2017
6387127,3,2,6,1,3,2017
9999999,6,2,6,1,1,2017
1000000,3,1,6,1,3,2017
2500000,2,0,6,4,3,2017
2300000,5,1,6,1,1,2017
865000,2,1,6,1,3,2017
625000,2,1,6,1,3,2017
700000,2,1,6,1,3,2017
500000,2,1,6,1,1,2017
1500000,3,3,6,4,3,2017
1500000,3,3,6,1,3,2017
1100000,3,1,6,1,3,2017
3200000,3,1,6,1,3,2017
1600000,2,1,6,1,3,2017
1250000,2,0,6,1,1,2017
1000000,2,1,6,1,3,2017
1500000,2,1,6,1,3,2017
1100000,3,1,6,1,3,2017
850000,2,1,6,1,1,2017
813000,3,1,6,1,1,2017
2000000,3,2,6,1,1,2017
2000000,4,2,6,1,1,2017
310000,1,0,6,4,1,2017
310000,2,1,6,1,3,2017
325000,1,1,6,1,3,2017
1300000,1,0,6,1,3,2017
2000000,3,3,6,1,3,2017
1200000,3,1,6,1,3,2017
630000,3,1,6,1,1,2017
36000,2,1,6,1,3,2017
600000,2,0,6,4,3,2017
1450000,3,0,6,1,3,2017
475000,2,1,6,1,3,2017
350000,2,0,6,1,3,2017
400000,2,0,6,1,1,2017
850000,2,1,6,1,1,2017
2000000,4,3,6,1,3,2017
9999999,3,1,6,3,3,2017
750000,3,0,7,1,1,2017
500000,3,1,7,4,1,2017
530000,3,1,7,4,1,2017
200000,2,0,7,1,1,2017
350000,2,1,7,1,1,2017
1000000,3,2,7,1,1,2017
2200000,3,1,7,1,3,2017
850000,4,1,7,1,1,2017
625000,2,1,7,2,3,2017
990000,4,3,7,1,1,2017
500000,3,1,7,2,3,2017
700000,2,2,7,1,1,2017
1200000,4,1,7,1,3,2017
1200000,3,1,7,1,3,2017
2000000,2,2,7,2,3,2017
650000,2,0,7,2,1,2017
2000000,2,0,7,1,3,2017
9999999,4,2,7,1,1,2017
1000000,4,1,7,1,3,2017
6387127,5,3,7,1,1,2017
750000,2,1,7,1,3,2017
