value,bdrms,non_bdrms,condition,coopcond,elevator,agperswt,subboroughcode,race,income_tile,year
405000,1,0,2,3,1,21953244,3,2,1,2017
1000000,3,1,2,3,1,28190774,3,4,1,2017
650000,2,1,8,3,1,52661740,3,1,3,2017
500000,1,0,2,3,1,24592446,3,1,3,2017
950000,2,1,2,3,1,26330870,3,1,1,2017
850000,2,1,2,3,1,26330870,3,1,1,2017
900000,1,0,2,3,1,26330870,3,1,1,2017
1001000,2,1,2,3,1,26330870,3,1,3,2017
1200000,2,1,2,3,1,26330870,3,1,3,2017
550000,1,1,2,2,1,22776660,3,1,3,2017
2500000,4,1,8,3,1,97162016,3,1,3,2017
1850000,3,0,2,3,1,49429872,3,1,1,2017
1400000,2,1,2,2,1,44061520,3,4,3,2017
400000,2,0,2,3,1,59861352,3,4,1,2017
425000,2,0,2,3,1,27955982,3,1,3,2017
750000,2,0,2,2,1,56381548,3,1,1,2017
750000,3,1,2,3,2,56381548,3,1,3,2017
500000,2,3,2,3,2,26330870,3,1,3,2017
500000,3,1,2,2,1,52661740,3,1,3,2017
1500000,3,1,2,2,1,28190774,3,1,3,2017
600000,2,0,2,3,1,26330870,3,4,3,2017
650000,2,0,2,3,1,24127948,3,1,1,2017
250000,1,0,2,3,2,69570296,3,1,1,2017
1700000,3,0,2,2,1,88768768,3,1,1,2017
1300000,3,0,2,3,1,66848252,3,1,3,2017
9999999,2,0,2,1,1,57033320,3,1,3,2017
9999999,2,0,2,1,1,23976518,3,1,3,2017
1300000,5,3,2,3,1,55060904,4,1,3,2017
2000000,3,2,2,3,1,50922568,4,1,1,2017
2000000,3,2,2,3,1,27409940,4,1,1,2017
1000000,2,1,2,3,1,27409940,4,1,3,2017
400000,1,0,2,3,1,62960532,4,4,1,2017
450000,1,1,2,2,1,29101652,4,1,3,2017
400000,2,1,2,3,1,54065452,4,1,3,2017
700000,2,1,2,3,1,27409940,4,1,1,2017
700000,2,1,2,3,1,22776660,4,4,3,2017
600000,2,1,2,3,1,50922568,4,4,3,2017
450000,2,1,2,2,1,29101652,4,1,1,2017
400000,1,0,2,3,1,22004304,4,4,1,2017
3000000,5,0,2,3,1,50922568,4,4,3,2017
400000,1,0,2,3,1,54065452,4,1,1,2017
25000,4,2,2,3,1,77725800,4,2,3,2017
25000,4,1,2,3,1,118656560,4,2,1,2017
25000,4,2,2,3,1,85519608,4,1,3,2017
120000,4,1,2,3,1,114747368,4,4,1,2017
6387127,3,5,2,3,1,83026752,4,1,3,2017
2200000,3,2,2,3,1,27409940,4,1,3,2017
6387127,3,4,2,3,1,56453144,4,1,1,2017
2340000,3,0,2,3,1,27409940,4,1,1,2017
500000,1,0,2,3,1,27409940,4,1,1,2017
500000,1,0,2,3,1,22776660,4,1,1,2017
750000,2,1,2,3,1,27409940,4,1,3,2017
3600000,4,1,2,2,1,25461284,4,1,3,2017
6387127,2,2,2,2,1,27409940,4,1,3,2017
1100000,3,2,2,3,1,110764488,4,1,1,2017
800000,2,1,2,3,1,27409940,4,1,1,2017
600000,2,0,2,3,1,54819880,4,1,3,2017
600000,3,1,2,3,1,27409940,4,1,3,2017
590000,2,1,2,3,1,85837144,4,1,1,2017
800000,3,1,2,3,1,25461284,4,1,3,2017
1000000,3,1,2,3,1,20725172,4,1,3,2017
1100000,3,1,2,3,1,25461284,4,1,3,2017
825000,1,0,2,3,1,24845064,4,1,3,2017
1000000,2,1,2,3,1,27409940,4,3,1,2017
425000,1,0,2,3,1,29101652,4,4,3,2017
290000,1,0,2,2,1,78954848,4,3,1,2017
640000,2,0,2,2,1,50922568,4,1,3,2017
700000,2,1,2,3,1,27409940,4,1,3,2017
675000,2,1,2,2,1,77627624,4,4,3,2017
9999999,3,3,2,1,1,105925928,4,3,1,2017
320000,1,0,2,3,1,26378472,4,4,1,2017
6387127,3,1,2,2,1,50922568,4,1,1,2017
1500000,4,0,2,2,1,49690124,4,1,1,2017
1100000,2,0,2,2,1,94145456,4,1,3,2017
600000,2,1,2,3,1,27409940,4,1,3,2017
625000,2,1,2,3,1,27409940,4,1,3,2017
1500000,3,0,2,3,1,50922568,4,1,3,2017
1500000,2,2,2,3,1,25461284,4,1,1,2017
715000,2,0,2,3,1,27409940,4,1,3,2017
2700000,3,1,2,1,2,50310692,4,1,3,2017
9999999,3,2,2,1,2,95135488,4,1,3,2017
9999999,2,1,2,1,2,28809586,4,1,3,2017
9999999,2,2,2,1,2,17800824,4,1,3,2017
625000,2,2,2,2,1,27409940,4,1,3,2017
1000000,2,2,2,2,1,25461284,4,1,3,2017
700000,2,2,2,2,1,27409940,4,4,1,2017
725000,1,0,2,2,1,24845064,4,1,3,2017
1000000,2,1,2,2,1,27409940,4,4,1,2017
2100000,3,4,2,3,1,56577772,4,1,3,2017
490000,1,0,2,3,1,29101652,4,1,3,2017
600000,2,1,2,3,1,45553320,4,1,3,2017
330000,1,0,2,3,1,22004304,4,4,3,2017
250000,2,1,2,3,1,79913248,4,1,1,2017
1300000,2,1,2,2,1,41971392,4,4,3,2017
2500000,3,1,8,2,1,25461284,4,4,3,2017
615000,2,0,2,3,1,41971392,4,1,3,2017
900000,3,0,2,3,1,27409940,4,2,1,2017
925000,2,0,2,3,1,56055800,4,1,3,2017
1500000,2,3,2,3,1,50922568,4,1,1,2017
650000,2,1,2,2,1,27409940,4,1,3,2017
400000,1,0,2,3,1,29086260,4,4,3,2017
650000,2,1,2,3,1,54819880,4,2,1,2017
260000,1,0,2,3,1,28526064,4,3,1,2017
600000,2,1,2,2,1,54819880,4,4,1,2017
1250000,2,2,2,3,1,27409940,4,1,3,2017
400000,4,1,8,3,1,86548224,4,1,3,2017
745000,2,1,2,3,1,27409940,4,1,1,2017
750000,3,1,8,3,1,50310692,4,1,3,2017
750000,2,1,2,3,1,27409940,4,1,3,2017
1100000,2,1,2,2,1,54819880,4,4,1,2017
3000000,4,1,2,1,2,117829264,4,1,3,2017
172212,3,1,2,2,1,21734144,4,1,3,2017
2600000,3,1,2,2,1,50922568,4,4,3,2017
400000,2,1,2,2,1,29101652,4,1,3,2017
750000,2,1,2,2,1,54819880,4,1,3,2017
750000,3,2,2,3,1,110764488,4,1,1,2017
625000,2,1,2,2,1,27409940,4,1,3,2017
400000,1,0,2,3,1,27032726,4,1,1,2017
550000,2,0,2,3,1,25461284,4,1,1,2017
520000,2,0,2,3,1,54819880,4,1,3,2017
1100000,2,1,2,3,1,20985696,4,4,3,2017
9999999,3,0,2,4,1,69757400,4,2,3,2017
1200000,3,1,2,3,1,81916008,5,1,3,2017
1000000,3,1,2,3,1,42443652,5,1,3,2017
950000,4,0,2,3,1,132612944,5,1,3,2017
1000000,3,1,2,3,1,24685720,5,1,1,2017
400000,4,0,2,3,1,53415812,5,1,3,2017
800000,2,1,2,3,1,24685720,5,1,3,2017
1000000,2,1,2,2,1,51171768,5,1,3,2017
1000000,3,1,2,2,1,24685720,5,1,1,2017
560000,1,0,2,3,1,24685720,5,1,1,2017
560000,3,0,2,3,1,25585884,5,1,3,2017
590000,2,0,2,3,1,51171768,5,4,3,2017
2000000,3,1,2,3,1,51171768,5,1,3,2017
2000000,4,4,2,3,1,158090416,5,1,3,2017
1756000,5,3,2,3,1,54399304,5,1,3,2017
6387127,4,2,2,3,1,123126384,5,1,1,2017
1000000,3,1,2,3,1,51171768,5,1,3,2017
700000,2,1,2,3,1,24685720,5,1,1,2017
2000000,3,2,2,2,1,24685720,5,1,3,2017
1500000,2,0,2,3,1,25585884,5,1,3,2017
1400000,3,2,2,3,1,79034032,5,1,3,2017
700000,2,1,2,3,1,25155346,5,4,1,2017
515000,1,1,2,3,1,24685720,5,1,1,2017
1500000,3,2,2,3,1,83222512,5,1,1,2017
800000,2,1,2,3,1,25155346,5,1,1,2017
6387127,5,3,2,2,1,116798192,5,1,1,2017
2750000,4,4,2,1,2,54399304,5,1,1,2017
6387127,5,3,2,1,2,160108320,5,1,3,2017
800000,2,1,2,3,1,24234592,5,1,3,2017
500000,2,1,2,3,1,24685720,5,1,1,2017
600000,2,0,2,3,1,24685720,5,1,3,2017
1000000,3,0,2,2,1,24685720,5,1,3,2017
1800000,3,1,2,2,1,49371440,5,1,3,2017
1800000,1,0,2,3,1,24685720,5,4,1,2017
350000,2,0,2,3,1,109842112,5,1,3,2017
1800000,3,2,2,3,1,24685720,5,1,3,2017
999000,2,1,2,3,1,70816976,5,1,3,2017
2000000,4,3,2,3,1,62616856,5,1,3,2017
150000,1,0,2,1,1,19574032,5,1,1,2017
6387127,4,3,2,3,1,51923992,5,1,3,2017
500000,4,2,2,3,1,52812680,5,1,3,2017
500000,3,1,2,3,1,25585884,5,1,3,2017
500000,5,2,2,3,1,25961996,5,1,3,2017
6387127,5,3,2,3,1,111169848,5,4,1,2017
3000000,5,3,2,3,1,54399304,5,3,3,2017
800000,2,0,2,3,1,24234592,5,1,3,2017
250000,2,1,2,3,1,26627734,5,4,1,2017
500000,2,1,2,3,1,24685720,5,1,1,2017
6387127,3,1,2,3,1,49371440,5,1,1,2017
3500000,5,3,2,1,2,77374096,5,1,1,2017
3500000,3,1,2,2,1,42451944,5,1,1,2017
1700000,4,1,2,3,1,50310692,5,1,3,2017
850000,3,0,2,2,1,24685720,5,1,3,2017
850000,3,0,2,2,1,115032640,5,1,3,2017
2100000,4,0,2,2,1,51171768,5,4,3,2017
9999999,3,1,2,2,1,42405072,5,1,1,2017
2000000,3,1,2,3,1,49371440,5,1,1,2017
2000000,3,1,2,3,1,22776660,5,1,1,2017
1700000,3,1,2,3,1,25987744,5,1,1,2017
1000000,2,0,2,2,1,24234592,5,4,1,2017
1500000,3,1,2,3,1,51171768,5,1,3,2017
1200000,2,1,2,3,1,45553320,5,1,3,2017
1200000,2,1,2,3,1,24685720,5,1,3,2017
1200000,1,0,2,3,1,24685720,5,1,3,2017
1700000,3,1,2,3,2,80537592,5,1,3,2017
800000,2,2,2,3,2,24685720,5,1,1,2017
950000,2,2,2,3,2,45553320,5,1,1,2017
1400000,2,1,2,3,1,51171768,5,1,3,2017
2000000,4,2,2,3,1,52812680,5,1,3,2017
3500000,3,1,2,1,1,24685720,5,1,3,2017
6387127,3,1,2,3,1,24685720,5,1,3,2017
625000,2,1,2,3,1,24234592,5,1,3,2017
1000000,3,1,2,3,1,80537592,5,1,1,2017
850000,3,0,2,3,1,63660364,5,1,3,2017
580000,2,0,2,3,1,24685720,5,1,3,2017
9999999,2,1,2,3,1,40364064,5,3,1,2017
1200000,3,1,2,3,1,50310692,5,1,1,2017
1700000,3,2,2,2,1,49371440,5,3,3,2017
1400000,3,2,2,3,1,51171768,5,1,3,2017
1200000,2,1,2,3,1,30117274,5,1,3,2017
6387127,4,2,2,3,1,25477312,5,1,3,2017
1200000,3,1,2,2,1,119289176,5,1,1,2017
2100000,3,2,2,2,1,48469184,5,1,1,2017
9999999,3,1,2,3,1,66690304,5,1,1,2017
550000,2,1,2,3,1,25585884,5,1,1,2017
1000000,3,1,2,3,1,83222512,5,1,3,2017
500000,2,0,2,3,1,50145308,5,1,3,2017
500000,3,0,2,2,1,17404758,5,1,3,2017
950000,3,0,2,2,1,24234592,5,1,3,2017
650000,2,0,2,3,1,48469184,5,1,1,2017
650000,1,0,2,3,1,24685720,5,1,3,2017
515000,1,1,2,3,1,22776660,5,1,3,2017
900000,1,0,2,2,1,22776660,5,1,3,2017
2300000,3,1,2,2,1,54790888,5,1,3,2017
3900000,5,1,2,2,1,114316344,5,1,1,2017
9999999,4,2,2,3,1,42405072,5,1,3,2017
1400000,3,1,2,3,1,115032640,5,1,1,2017
6387127,4,3,2,3,1,51923992,5,1,3,2017
3500000,4,2,2,3,1,52812680,5,1,1,2017
2560000,4,1,2,3,1,121342656,5,1,3,2017
2000000,3,1,2,3,1,112885104,5,1,1,2017
1900000,3,1,2,2,1,51171768,5,1,1,2017
1500000,2,1,2,2,1,24685720,5,1,3,2017
2000000,3,0,2,2,1,49371440,5,1,1,2017
600000,3,1,2,3,2,54348312,5,1,1,2017
600000,2,1,2,3,2,51171768,5,1,1,2017
1000000,2,2,2,3,2,24685720,5,1,1,2017
2000000,3,3,2,3,2,52812680,5,1,1,2017
9999999,3,1,8,3,1,37844384,5,3,1,2017
6387127,3,5,2,3,1,55330356,5,1,1,2017
6387127,5,3,2,3,1,128996040,5,1,1,2017
800000,2,0,2,2,1,24685720,5,1,1,2017
710000,2,0,2,2,1,24685720,5,1,3,2017
6387127,4,3,2,3,1,26406340,5,1,1,2017
6387127,4,3,2,2,1,26406340,5,1,3,2017
2200000,4,1,2,3,1,147745680,5,1,1,2017
2000000,4,3,2,3,1,107495088,5,1,3,2017
9999999,2,2,2,3,2,21975684,5,1,1,2017
6387127,7,1,2,3,1,27199652,5,1,1,2017
6387127,5,3,2,3,1,55330356,5,1,3,2017
1350000,3,1,2,3,1,83222512,5,1,1,2017
450000,3,1,2,2,1,26209296,5,1,3,2017
1300000,2,1,2,2,1,24234592,5,1,3,2017
170000,3,1,2,2,1,63860616,5,1,3,2017
6387127,3,1,2,2,1,51171768,5,1,3,2017
520000,2,1,2,3,1,24685720,5,1,3,2017
300000,3,1,2,3,1,27165016,5,1,1,2017
9999999,1,0,2,1,2,111029368,5,3,1,2017
450000,2,2,2,3,2,26209296,5,1,1,2017
1200000,4,0,2,3,2,60671328,5,1,3,2017
400000,1,0,2,3,2,25730324,5,1,1,2017
6387127,6,2,2,1,2,155761488,5,1,3,2017
750000,3,2,2,3,2,24685720,5,2,1,2017
750000,3,2,2,3,2,163172976,5,3,1,2017
1000000,3,2,2,3,2,50310692,5,3,3,2017
415000,3,2,2,3,2,53415812,5,3,1,2017
3000000,4,1,2,2,1,56708048,5,1,3,2017
3000000,4,1,2,2,1,112258280,5,4,3,2017
2000000,2,1,2,2,1,24234592,5,1,3,2017
9999999,3,1,2,1,1,20815060,5,1,3,2017
1500000,3,2,2,3,1,40298696,6,1,3,2017
600000,2,1,2,3,1,20149348,6,1,1,2017
800000,2,1,2,3,1,22791020,6,1,3,2017
625000,2,1,2,3,1,45582040,6,1,3,2017
1200000,3,1,2,3,1,45553320,6,4,3,2017
1200000,2,2,2,3,1,45553320,6,1,1,2017
2100000,3,2,2,3,1,111550856,6,1,1,2017
2500000,3,2,2,3,1,140155248,6,1,3,2017
1400000,3,2,2,3,1,54716524,6,1,3,2017
1000000,2,1,2,3,1,20149348,6,1,3,2017
2800000,5,2,2,3,1,161956640,6,1,1,2017
6387127,4,4,2,3,1,49286364,6,1,1,2017
6387127,7,1,2,1,1,205576656,6,1,3,2017
6387127,3,3,2,3,1,47043704,6,1,3,2017
6387127,5,3,2,2,1,71555160,6,1,3,2017
6387127,5,3,2,1,2,71555160,6,1,3,2017
2000000,4,1,2,3,1,45582040,6,1,1,2017
3000000,4,3,2,3,1,169131648,6,1,3,2017
429000,3,1,2,3,1,42785884,6,1,1,2017
800000,3,1,2,3,1,44360992,6,1,1,2017
1000000,3,1,2,3,1,20149348,6,1,1,2017
3000000,4,2,2,3,1,126832888,6,4,3,2017
2800000,3,2,2,3,1,45553320,6,1,1,2017
6387127,4,1,2,2,1,22776660,6,1,1,2017
6387127,4,2,2,2,1,47043704,6,1,1,2017
2900000,3,1,2,3,1,45582040,6,1,3,2017
3500000,3,1,2,3,1,22776660,6,1,3,2017
6387127,5,3,2,3,1,78848128,6,1,3,2017
3750000,3,1,2,3,1,20149348,6,1,3,2017
3500000,3,1,2,3,2,27358262,6,1,3,2017
1200000,2,1,2,3,1,45582040,6,1,3,2017
870000,2,1,2,3,1,45582040,6,1,1,2017
900000,2,1,2,3,1,20149348,6,1,1,2017
800000,2,1,2,3,1,20149348,6,1,1,2017
2500000,4,2,2,3,1,49117624,6,1,1,2017
200000,3,1,2,3,1,41939644,6,1,3,2017
200000,2,1,2,3,1,34435920,6,1,3,2017
900000,2,2,2,3,1,20149348,6,1,3,2017
715000,2,1,2,3,1,22791020,6,4,1,2017
6387127,5,2,2,3,1,156162400,6,1,3,2017
6387127,5,3,2,3,1,49286364,6,1,3,2017
550000,2,1,2,3,1,87590464,6,1,3,2017
1000000,2,2,2,2,1,20149348,6,1,1,2017
1500000,3,1,2,3,1,45582040,6,1,3,2017
1500000,2,1,2,3,1,45582040,6,1,3,2017
1500000,5,3,2,3,1,56412228,6,2,3,2017
9999999,1,0,2,1,2,26411128,6,1,3,2017
1000000,3,1,2,3,1,40298696,6,1,3,2017
1250000,3,2,2,3,1,20149348,6,1,1,2017
600000,2,1,2,3,1,20149348,6,1,3,2017
1400000,3,2,2,3,1,66177128,6,1,3,2017
1500000,3,1,2,3,1,20149348,6,1,3,2017
1000000,2,1,2,3,1,20149348,6,1,3,2017
800000,2,0,2,2,1,20149348,6,4,3,2017
9999999,5,1,2,3,1,17306250,6,1,3,2017
1200000,3,1,2,2,1,46695368,6,4,1,2017
400000,1,0,2,3,1,21392942,6,1,3,2017
1700000,4,2,2,3,1,20795470,6,1,3,2017
1000000,2,1,2,2,1,50176920,6,1,3,2017
2000000,4,2,8,3,1,161956640,6,1,3,2017
925000,1,0,2,3,1,26817106,6,3,3,2017
1400000,3,2,2,3,1,45582040,6,1,3,2017
2000000,3,2,2,3,1,22791020,6,1,3,2017
520000,3,0,2,3,1,20149348,6,1,1,2017
520000,1,1,2,3,1,20149348,6,1,1,2017
625000,2,2,2,3,1,22776660,6,4,1,2017
1700000,3,5,2,3,1,51459152,6,1,1,2017
615000,3,2,2,3,1,20149348,6,1,3,2017
1000000,3,2,2,3,1,20149348,6,1,1,2017
1250000,3,1,2,3,1,47591524,6,4,1,2017
850000,2,1,2,3,1,20149348,6,1,1,2017
850000,2,1,2,3,1,26086164,6,3,3,2017
2000000,2,1,2,3,1,33088564,6,3,3,2017
2000000,2,1,2,3,1,22791020,6,3,3,2017
2220000,2,1,2,3,1,20149348,6,1,1,2017
355000,1,0,2,3,2,29046784,6,1,1,2017
600000,2,1,2,3,1,45582040,6,1,3,2017
450000,2,0,2,3,1,47098904,6,1,1,2017
370000,2,0,2,3,1,24182410,6,1,1,2017
420000,2,0,2,3,2,42785884,6,1,1,2017
1400000,2,2,2,2,1,20149348,6,3,3,2017
6387127,2,2,2,3,1,45582040,6,2,3,2017
1500000,1,0,2,2,1,45582040,6,1,1,2017
1100000,2,2,2,2,1,45582040,6,1,3,2017
850000,3,2,2,3,1,45582040,6,1,1,2017
1200000,3,1,2,3,1,101907808,6,1,1,2017
1200000,3,1,2,3,1,105936656,6,4,3,2017
2000000,3,3,2,3,1,47043704,6,1,3,2017
1800000,3,1,2,3,1,89990208,6,3,3,2017
1500000,3,1,2,3,1,45582040,6,1,3,2017
550000,2,1,2,3,1,20149348,6,1,1,2017
1300000,3,1,2,3,1,33088564,6,1,3,2017
1200000,3,2,2,3,1,22791020,6,1,3,2017
750000,2,1,2,3,1,20149348,6,1,3,2017
1010000,2,2,2,3,1,20149348,6,1,1,2017
120000,2,1,2,3,1,21507510,6,1,1,2017
3300000,4,2,2,2,2,161956640,6,1,3,2017
1500000,4,1,2,2,2,28379368,6,4,3,2017
1000000,3,0,2,2,1,162199072,6,3,1,2017
1000000,2,1,2,3,1,45582040,6,4,3,2017
1200000,3,1,2,2,1,88721984,6,1,3,2017
1200000,2,0,8,3,1,20149348,6,1,3,2017
975000,3,1,2,3,1,66177128,6,1,1,2017
1425000,3,1,2,3,1,45582040,6,4,1,2017
3500000,5,3,2,2,1,71555160,6,1,3,2017
3750000,4,1,2,2,1,42451944,6,1,3,2017
2100000,3,1,2,2,1,156924576,6,1,1,2017
6387127,6,2,2,2,1,146483312,6,1,3,2017
6387127,3,2,2,3,1,45582040,6,1,3,2017
3000000,3,4,2,3,1,47014064,6,1,3,2017
450000,2,0,2,3,1,24197656,6,1,3,2017
425000,2,1,2,3,1,57738080,6,3,3,2017
425000,4,2,2,3,1,112474944,6,1,3,2017
1000000,2,2,2,3,1,45582040,6,1,3,2017
1400000,3,0,2,3,1,40298696,6,1,3,2017
1500000,3,1,2,3,1,45582040,6,1,3,2017
700000,2,1,2,3,1,20149348,6,1,1,2017
700000,2,1,2,3,1,45582040,6,1,3,2017
799000,2,1,2,3,1,45582040,6,1,1,2017
1400000,3,1,2,3,1,45582040,6,2,3,2017
900000,3,0,8,3,1,20149348,6,1,3,2017
900000,4,1,8,3,1,22791020,6,1,3,2017
6387127,4,4,2,2,2,24627656,6,1,1,2017
6387127,3,2,2,2,1,22791020,6,1,3,2017
9999999,6,2,2,1,2,48750008,6,1,1,2017
1000000,3,1,2,2,1,149181504,6,1,3,2017
2500000,2,0,2,3,1,89434864,6,4,3,2017
2300000,5,1,2,3,1,41590940,6,1,1,2017
865000,2,1,2,3,1,20149348,6,1,3,2017
625000,2,1,2,3,1,20149348,6,1,3,2017
700000,2,1,8,2,1,20149348,6,1,3,2017
500000,2,1,2,2,1,20149348,6,1,1,2017
1500000,3,3,2,3,1,163017568,6,4,3,2017
1500000,3,3,2,3,1,115127920,6,1,3,2017
1100000,3,1,2,3,1,151310384,6,1,3,2017
3200000,3,1,2,2,1,45553320,6,1,3,2017
1600000,2,1,8,2,1,76786528,6,1,3,2017
1250000,2,0,2,2,1,27358262,6,1,1,2017
1000000,2,1,2,3,1,20149348,6,1,3,2017
1500000,2,1,2,2,1,40298696,6,1,3,2017
1100000,3,1,2,3,1,151310384,6,1,3,2017
850000,2,1,2,3,1,40298696,6,1,1,2017
813000,3,1,2,3,1,156924576,6,1,1,2017
2000000,3,2,2,3,1,20149348,6,1,1,2017
2000000,4,2,2,3,1,47043704,6,1,1,2017
310000,1,0,2,3,1,24182410,6,4,1,2017
310000,2,1,2,3,1,57379448,6,1,3,2017
325000,1,1,2,3,1,24197656,6,1,3,2017
1300000,1,0,2,2,1,22791020,6,1,3,2017
2000000,3,3,2,2,1,47043704,6,1,3,2017
1200000,3,1,8,3,1,80222200,6,1,3,2017
630000,3,1,2,3,1,20149348,6,1,1,2017
36000,2,1,2,3,1,19172408,6,1,3,2017
600000,2,0,2,3,1,54716524,6,4,3,2017
1450000,3,0,2,2,1,45582040,6,1,3,2017
475000,2,1,2,3,2,42785884,6,1,3,2017
350000,2,0,2,3,2,42785884,6,1,3,2017
400000,2,0,2,3,2,24197656,6,1,1,2017
850000,2,1,2,2,1,23795760,6,1,1,2017
2000000,4,3,2,2,1,155464896,6,1,3,2017
9999999,3,1,2,1,1,91840496,6,3,3,2017
750000,3,0,2,3,1,54471148,7,1,1,2017
500000,3,1,2,3,1,54471148,7,4,1,2017
530000,3,1,2,3,1,81779224,7,4,1,2017
200000,2,0,2,3,1,23763396,7,1,1,2017
350000,2,1,2,3,1,24242882,7,1,1,2017
1000000,3,2,8,3,1,27235572,7,1,1,2017
2200000,3,1,2,3,1,54471148,7,1,3,2017
850000,4,1,2,3,1,113093272,7,1,1,2017
625000,2,1,2,3,1,22833616,7,2,3,2017
990000,4,3,2,3,1,162315008,7,1,1,2017
500000,3,1,2,3,1,22833616,7,2,3,2017
700000,2,2,2,3,1,22833616,7,1,1,2017
1200000,4,1,2,3,1,24146352,7,1,3,2017
1200000,3,1,2,3,1,54471148,7,1,3,2017
2000000,2,2,2,1,2,21569984,7,2,3,2017
650000,2,0,2,3,1,22833616,7,2,1,2017
2000000,2,0,2,3,1,81779224,7,1,3,2017
9999999,4,2,2,2,1,19562844,7,1,1,2017
1000000,4,1,2,1,2,105364880,7,1,3,2017
6387127,5,3,2,1,2,95090744,7,1,1,2017
750000,2,1,2,2,1,28747492,7,1,3,2017
9999999,2,0,2,1,1,75220664,7,2,3,2017
9999999,1,0,2,1,1,85016616,7,3,1,2017
120000,3,1,2,3,2,58142764,7,4,1,2017
120000,3,1,2,3,2,44658104,7,4,3,2017
100000,3,1,2,3,2,29071382,7,2,3,2017
50000,3,1,2,3,2,23867558,7,2,3,2017
70000,3,1,2,3,2,89671024,7,2,1,2017
200000,4,1,2,3,2,137139792,7,3,1,2017
450000,3,1,2,3,2,97970616,7,1,1,2017
350000,2,1,2,2,1,71540352,7,3,1,2017
350000,2,1,2,2,1,24242882,7,2,3,2017
275000,3,2,2,1,2,25856746,7,2,3,2017
1300000,4,1,2,2,1,48292704,8,1,3,2017
900000,4,1,2,2,1,22833616,8,2,1,2017
650000,3,0,2,3,1,90215248,8,3,1,2017
700000,4,1,2,3,1,27235572,8,1,1,2017
550000,3,1,2,3,1,66242408,8,2,1,2017
500000,5,2,2,3,1,24920646,8,2,1,2017
2500000,3,3,2,1,2,290876160,8,3,1,2017
2000000,4,0,2,1,2,58190468,8,2,3,2017
2000000,4,1,2,1,2,44019844,8,2,3,2017
929000,3,1,2,2,1,22833616,8,2,1,2017
600000,1,2,2,2,1,22833616,8,2,1,2017
2000000,3,1,2,1,2,52172328,8,2,1,2017
9999999,3,1,2,1,2,129171808,8,2,1,2017
2400000,3,0,2,1,2,47499212,8,2,3,2017
100000,4,1,2,1,2,19146350,8,2,1,2017
375000,3,1,2,3,1,53651220,8,2,1,2017
25000,3,2,2,3,1,20242104,8,2,3,2017
40000,3,2,2,3,1,77585728,8,2,1,2017
140000,3,1,2,3,1,64694160,8,2,3,2017
140000,3,1,2,3,1,77297424,8,2,3,2017
45000,2,1,2,3,1,21726532,8,2,1,2017
40000,3,1,2,3,1,63030656,8,2,3,2017
40000,2,1,2,3,1,22318944,8,2,1,2017
40000,4,1,2,3,1,146202048,8,4,3,2017
9999999,3,1,2,1,2,44654060,8,4,1,2017
2000000,3,1,2,1,2,96955832,8,4,3,2017
6387127,2,2,2,1,2,54471148,8,2,3,2017
6387127,2,2,2,1,2,22833616,8,2,3,2017
1100000,3,1,2,1,2,103335248,8,2,3,2017
1500000,3,1,2,1,2,54471148,8,2,1,2017
1500000,3,1,2,1,2,46912432,8,2,1,2017
1500000,3,1,2,1,2,45553320,8,2,1,2017
9999999,3,1,2,1,2,56459280,8,3,1,2017
200000,5,1,2,3,1,25024652,8,2,3,2017
400000,4,1,2,3,1,32174772,8,2,1,2017
9999999,3,1,2,1,2,26028426,8,2,1,2017
300000,3,1,2,3,1,73196120,8,2,1,2017
9999999,3,0,2,2,1,97499984,8,2,1,2017
2500,4,0,2,3,1,69188392,8,2,3,2017
2500,3,0,8,2,1,80358056,8,1,3,2017
9999999,3,1,2,1,2,95086440,8,2,3,2017
3400000,5,3,2,3,1,119392040,9,1,3,2017
2000000,4,2,2,3,1,98925544,9,1,3,2017
950000,3,3,2,3,1,59338656,9,3,3,2017
2500000,4,2,2,3,1,167084304,9,1,3,2017
1000000,3,1,2,3,1,48292704,9,1,3,2017
15000,2,1,2,3,1,50813844,9,2,1,2017
15000,2,1,2,3,1,25406922,9,2,3,2017
15000,2,0,2,3,1,17985008,9,2,3,2017
20000,2,1,2,3,1,17985008,9,2,3,2017
900000,3,2,2,3,1,22833616,9,1,3,2017
500000,3,2,2,3,1,140841440,9,1,3,2017
465000,2,1,8,3,1,24242882,9,1,3,2017
1900000,3,2,2,2,1,21700250,9,1,3,2017
7800,1,1,2,3,1,47146728,9,4,1,2017
7800,2,1,2,3,1,44310020,9,2,3,2017
500000,4,2,8,3,1,132713312,9,3,3,2017
500000,4,2,2,3,1,142975200,9,3,1,2017
500000,5,3,2,3,1,177085680,9,2,3,2017
1900000,4,1,2,1,2,22833616,9,2,3,2017
100000,3,1,2,3,1,45414976,9,2,3,2017
100000,3,1,2,3,1,119815696,9,4,1,2017
100000,2,1,2,3,1,20579000,9,2,1,2017
100000,3,1,2,3,1,35745216,9,2,3,2017
13000,3,1,2,3,1,54927824,9,3,3,2017
13000,4,1,2,3,1,66069256,9,1,1,2017
13000,3,1,2,3,1,109855648,9,3,3,2017
9999999,2,0,2,1,1,22355892,9,2,1,2017
1900000,4,1,2,3,1,27378882,10,1,3,2017
800000,3,1,2,3,1,87197664,10,1,1,2017
